Time [s],Acc_x [m/s^2],Acc_y [m/s^2],Acc_z [m/s^2],Gyro_x [1/s],Gyro_y [1/s],Gyro_z [1/s]
0.0,-0.0017068168381229043,0.2682380974292755,0.019759584218263626,-0.017111605033278465,0.021335823461413383,-0.03285706788301468
0.025,0.030589397996664047,0.25693801045417786,0.021705707535147667,-0.019208641722798347,0.03032519482076168,-0.028920497745275497
0.05,0.06339351832866669,0.25048068165779114,0.0072948443703353405,-0.01601429469883442,0.036319099366664886,-0.020617611706256866
0.075,0.06924745440483093,0.2647285759449005,-0.008833025582134724,-0.01150275394320488,0.037307702004909515,-0.014517410658299923
0.1,0.06950761377811432,0.27254393696784973,-0.02266363613307476,-0.007728670723736286,0.034777700901031494,-0.01134110800921917
0.125,0.0638708770275116,0.2462463676929474,-0.04040816053748131,-0.009218725375831127,0.033286236226558685,-0.014288477599620819
0.15,0.04699595645070076,0.22371484339237213,-0.060856692492961884,-0.006799173541367054,0.03621288761496544,-0.016107220202684402
0.175,0.024950060993433,0.2376413494348526,-0.0736442357301712,0.0034417102579027414,0.037137988954782486,-0.013940684497356415
0.2,-0.0036820387467741966,0.2427539974451065,-0.07723869383335114,0.01007783878594637,0.03658470883965492,-0.014750481583178043
0.225,-0.017026681452989578,0.22350123524665833,-0.06379800289869308,0.013857297599315643,0.03234855830669403,-0.01965142786502838
0.25,-0.007997438311576843,0.21076872944831848,-0.037650011479854584,0.016817757859826088,0.026741188019514084,-0.02195041999220848
0.275,0.013763661496341228,0.23043158650398254,-0.029754100367426872,0.021022874861955643,0.024632878601551056,-0.018091553822159767
0.3,0.033196136355400085,0.26806262135505676,-0.0356280691921711,0.022784177213907242,0.023571958765387535,-0.015909085050225258
0.325,0.025960205122828484,0.2796373665332794,-0.0358695425093174,0.01958448439836502,0.022605668753385544,-0.015207535587251186
0.35,0.008189002051949501,0.25562289357185364,-0.02019992098212242,0.014673259109258652,0.02365092746913433,-0.013354361988604069
0.375,0.002891814336180687,0.22506240010261536,0.003786540823057294,0.011623330414295197,0.027060436084866524,-0.012786949053406715
0.4,-0.006222228519618511,0.22713854908943176,0.012222918681800365,0.01145954243838787,0.029761280864477158,-0.016790349036455154
0.425,-0.007349970750510693,0.2595110237598419,0.01901586912572384,0.010429637506604195,0.03729957342147827,-0.020377524197101593
0.45,0.0238037109375,0.27295973896980286,0.021448692306876183,0.00853213295340538,0.04422173649072647,-0.018321271985769272
0.475,0.051177021116018295,0.26218894124031067,0.008051867596805096,0.007213675417006016,0.04570414870977402,-0.015402626246213913
0.5,0.03454427793622017,0.24591544270515442,-0.015510751865804195,0.007365311495959759,0.04662216827273369,-0.01405613124370575
0.525,-0.006087309215217829,0.2244730293750763,-0.047031134366989136,0.008183159865438938,0.050792768597602844,-0.01406959630548954
