Time [s],Plantarflexion(+)/dorsiflexion(-),Supination(-)/pronation(+)
0.0,0.31132294260690657,0.7276661162243111
0.05,0.3348736050369662,0.7285236914268064
0.1,0.35921943940078344,0.7309568737036102
0.15,0.3822740110087783,0.7435635283396829
0.2,0.4046714640786009,0.7096035000762533
0.25,0.44580839323043997,0.6804969452278697
0.3,0.4563689655538996,0.6704359901321739
0.35,0.4626261159969374,0.6819310859200833
0.4,0.48232804950411773,0.6871426590697877
0.45,0.48753854792480333,0.6852336385833805
0.5,0.47566764433574316,0.6681014368486037
0.55,0.4696769766022071,0.662834937502808
0.6,0.4698688674984066,0.6774516565900922
0.65,0.48686824130107387,0.6619219688230147
0.7,0.4904172013045891,0.6319020530166666
0.75,0.500916676648683,0.6212987450730755
0.8,0.49661907671162164,0.5847629412587533
0.85,0.506964159993646,0.5700351076390565
0.9,0.5104310042269979,0.5633955596701854
0.95,0.5128781816402678,0.5565677080732251
1.0,0.5197504284968028,0.5078790553463929
1.05,0.5151034035973111,0.4962204696356558
1.1,0.5357540624996183,0.4678256261541751
1.15,0.5523276578633899,0.43751077313838616
1.2,0.5641452360981506,0.37960301919732636
1.25,0.5697423805766839,0.37582654634570456
1.3,0.5813688101345162,0.3541179747662055
1.35,0.5498178525388263,0.31413767931851994
1.4,0.53629855779184,0.30747627332753064
1.45,0.4708036053611906,0.31614061298737345
1.5,0.4589475769968474,0.44238309164369405
1.55,0.4288315864391167,0.6425426390562075
1.6,0.3615938310258705,0.7234881902678002
1.65,0.30240266321763776,0.7219212579854707
1.7,0.2038028631264396,0.6559733854337484
1.75,-0.07160602727279446,0.41077099120745353
1.8,-0.4964921417306099,-0.07421738869322665
1.85,-1.179315674338255,-0.7789842115169306
1.9,-1.921301735889744,-1.6379437235576768
1.95,-2.8677064886235795,-2.726887467870325
2.0,-4.08889327705985,-4.263124714037368
2.05,-5.422604803492859,-5.407813068220963
2.1,-6.900325369196908,-6.420402757929892
2.15,-8.492157598945763,-7.197768302027284
2.2,-10.112033538913655,-7.980669497798435
2.25,-12.334575636019073,-8.318029773718761
2.3,-12.723117905248248,-5.991186509383826
2.35,-11.964891604536556,-2.6539963010573806
2.4,-10.330052632613118,0.17365489869361936
2.45,-8.106086744795876,1.3941585403112964
2.5,-7.000168764675739,1.3230947479673072
2.55,-6.82313195108986,0.615384879059125
2.6,-7.730969771309255,0.5366203432885955
2.65,-8.679377820146605,-0.366430026904497
2.7,-8.976892407892894,-2.468668811282016
2.75,-8.513979826817678,-2.7606650500517205
2.8,-6.194772094008963,-1.1578278622926166
2.85,-3.7104641545893235,1.4527068335798803
2.9,0.2709810857548251,5.830024823600845
2.95,5.094565962105813,12.388009652690378
3.0,10.123789340730095,21.325280535327316
3.05,14.12929543746004,31.6643596352254
3.1,16.08197877760322,42.29571662936364
3.15,17.577118173823543,47.65300958451961
3.2,21.2737542878427,48.37607726551484
3.25,24.481205789551193,40.38234848656244
3.3,23.812017726493714,21.15194001265203
3.35,18.027885724175775,-1.2732845313555685
3.4,11.33809572567731,-18.37991883056294
3.45,7.572024977343817,-27.0260507079844
3.5,6.571354597465486,-29.04699868254021
3.55,8.78388370295203,-25.073970898630805
3.6,13.530187369851925,-14.521068193480227
3.65,17.19822375089926,-3.082225036641997
3.7,15.074002164413391,0.2866224167626929
3.75,7.2224010746346625,1.014867498061441
3.8,-0.8229347639712022,-0.8686724730161454
3.85,-7.228336718830121,-2.665165253054716
3.9,-10.008754162991753,-2.3749266446738853
3.95,-9.608927737262892,-0.4218615595526679
4.0,-8.25738978680514,2.0341873901222525
4.05,-7.426241994590263,4.376355700327548
4.1,-6.649174171914093,6.875303415595327
4.15,-5.958849238131297,8.77751035095314
4.2,-5.703767267004536,9.834842223602283
4.25,-5.845681121464219,10.617460041478976
4.3,-6.506704868928475,10.788583895700723
4.35,-7.303487413006121,10.18519737519102
4.4,-8.282539945856216,9.001183808701578
4.45,-8.977093081199842,7.351841569996336
4.5,-9.051689626455456,5.200531642050788
4.55,-8.636242030771172,4.6415016083561556
4.6,-7.355265990763984,5.283635567586622
4.65,-5.706651396533236,6.739772451101775
4.7,-3.222413095132854,8.910450028617168
4.75,-0.28496618427961345,13.426004004709105
4.8,2.127430876622923,20.030098287059406
4.85,4.452832027333381,27.926526146986443
4.9,5.879980608011627,32.314747978841126
4.95,12.353731770502467,34.488865561380386
5.0,18.69374321558777,36.44757361573286
