Time [s],Plantarflexion(+)/dorsiflexion(-),Supination(-)/pronation(+)
0.0,-8.04919828772032,-6.055893008019534
0.05,-7.960419804669922,-6.062921354317342
0.1,-7.8915371895896715,-6.096579511868711
0.15,-7.782841082431337,-6.188797038749806
0.2,-7.768177911092039,-6.2553718725942105
0.25,-7.773214099989424,-6.323307144393082
0.3,-7.869684181433356,-6.321376573519462
0.35,-8.036652582369816,-6.243313572690899
0.4,-8.167048322873036,-6.2053500906411605
0.45,-8.261665106339262,-6.197230658877489
0.5,-8.3256899236789,-6.1814628102713085
0.55,-8.35958647469051,-6.11998024081279
0.6,-8.369975004378313,-6.118186366270261
0.65,-8.431478791987402,-6.1411285877580575
0.7,-8.509445560292171,-6.100005018946394
0.75,-8.60808704550425,-6.04749000975119
0.8,-8.6637280918207,-5.992346047262921
0.85,-8.638672912797379,-5.9073484985053994
0.9,-8.564347959536262,-5.868226502336588
0.95,-8.461140700551075,-5.85976227879709
1.0,-8.423259024274534,-5.800910406809237
1.05,-8.534657588199725,-5.694181310454987
1.1,-8.791037274324419,-5.614892544682995
1.15,-9.103621076177177,-5.429171354153897
1.2,-9.334780822814714,-5.297909307743787
1.25,-9.464572188485919,-5.258464842063517
1.3,-9.424558894857686,-5.410372822171053
1.35,-9.480367243423306,-5.425395654739235
1.4,-9.812027916012395,-5.4569395145074955
1.45,-10.486304224740035,-5.2900606610362075
1.5,-11.314033250310953,-5.119904763912921
1.55,-12.040604674845527,-5.316057277908583
1.6,-12.667886918895784,-5.570739237804313
1.65,-13.04477870632935,-5.366778426744613
1.7,-13.014038237698555,-5.297003932463441
1.75,-12.562346004292507,-5.631463342560442
1.8,-11.95366959783281,-6.006685644770438
1.85,-11.489633517951166,-6.36204416787827
1.9,-11.255892678119434,-6.557554750847051
1.95,-11.27672078422311,-6.566159057065401
2.0,-11.347434248842552,-6.3197522104943165
2.05,-11.346255138311216,-6.1951255983907965
2.1,-11.274233018151678,-6.169427975884427
2.15,-11.01893076424376,-6.334653682980947
2.2,-10.641619433621976,-6.246990979104113
2.25,-10.289761243841573,-6.071494729866512
2.3,-10.026068218450819,-5.674663309661518
2.35,-9.753623430122818,-5.502644762311921
2.4,-9.453666625782272,-5.442142561975339
2.45,-9.128188073332533,-5.28097053974866
2.5,-8.933521185721059,-5.088818678115474
2.55,-9.074453411642176,-4.844537680399048
2.6,-9.38619454782174,-4.5881435688644165
2.65,-9.727438275576402,-4.266876800468954
2.7,-10.140879718684664,-3.8279444821036837
2.75,-10.659927124624058,-3.2613161006077536
2.8,-11.569933541201037,-2.435523807027176
2.85,-12.503652181626084,-1.566762104717324
2.9,-13.13094462223056,-0.8969952099733726
2.95,-13.410254009274713,-0.08404740912372372
3.0,-13.714813710783453,1.0857788656034322
3.05,-14.00817113966455,2.4081490696142644
3.1,-13.955253805967192,3.2184324467158696
3.15,-13.949011135112789,3.236925600651697
3.2,-13.783539555757663,2.9139939148786227
3.25,-13.341269759115084,2.3075395877480878
3.3,-12.390477476483902,1.0783976424562813
3.35,-12.558072935160817,-0.20903341520035754
3.4,-14.512763743755777,-1.1780115092732837
3.45,-17.149263857056205,-2.103305847507578
3.5,-20.10241269472658,-2.8532545525706405
3.55,-22.98881913023518,-3.052460516051558
3.6,-25.220281387994508,-3.315722546108687
3.65,-26.844797527553123,-3.859462443640891
3.7,-27.875233100870528,-4.099205804811377
3.75,-28.183626531851193,-4.010509202355091
3.8,-27.68663611229633,-4.373395419668785
3.85,-26.640315504567088,-5.555184792223244
3.9,-27.131967250716404,-6.6642144632095075
3.95,-29.765841035302554,-6.51403881362018
4.0,-31.113586242239606,-8.073367716196412
4.05,-32.44156066518785,-9.039441576032567
4.1,-33.958310033773884,-10.04582441890251
4.15,-34.958901334593044,-10.929673785723166
4.2,-35.311551085463456,-11.608889609465358
4.25,-35.40164421515592,-12.030281840579619
4.3,-35.28371663279568,-12.333308126676709
4.35,-35.05316467384566,-12.361179188988952
4.4,-34.854332719336035,-12.2893844953365
4.45,-34.70409662783291,-12.14565552318142
4.5,-34.66526344030211,-11.846429055576204
4.55,-34.94035953891039,-11.595638872053673
4.6,-35.185819922564974,-11.211275872591052
4.65,-35.10137847958016,-10.56558079413624
4.7,-34.98227880656441,-9.687487124069289
4.75,-34.97285769554977,-8.94994838467797
4.8,-34.887907202051395,-8.22957457430451
4.85,-34.79636038066082,-7.83606679508264
4.9,-34.75316132140626,-7.519793633054659
4.95,-34.562248448281856,-7.314860271341857
5.0,-34.33695304958469,-7.184180596027765
5.05,-34.10096202652404,-7.093665960718151
5.1,-33.944470352764725,-7.026125834908683
5.15,-34.13635318796559,-6.900444704955412
5.2,-34.2610835094824,-6.8611809733275955
5.25,-34.15987915878629,-6.990349566011468
5.3,-34.02618522178153,-7.145836633157
5.35,-34.052602113837295,-7.25381258598801
5.4,-34.15089893045021,-7.277493797207395
5.45,-34.468952341317554,-7.258496717777289
5.5,-34.82097068182953,-7.276275796093887
5.55,-34.952202821592614,-7.473021841299942
5.6,-34.84193005368329,-7.751697393282759
5.65,-34.85386024273211,-7.972797495389967
5.7,-34.98291093986251,-8.089106457434056
5.75,-35.199210213306365,-8.119052753029214
5.8,-35.32865138954107,-8.104652313128877
5.85,-35.26606514827056,-8.082832401575512
5.9,-35.03060185233959,-8.012742192662573
5.95,-34.68321706435519,-7.827530810698083
6.0,-34.287284556602046,-7.492774365295412
6.05,-33.85892276320248,-7.059528413275293
6.1,-33.55035470869543,-6.6662497742185085
6.15,-33.435027711299874,-6.428172673003635
6.2,-33.3504995448633,-6.3725277912352984
6.25,-33.30408512936037,-6.657615390862357
6.3,-33.53006284687763,-7.027889736312195
6.35,-33.80874886836164,-7.291327546970429
6.4,-33.96956830764632,-7.332227278282957
6.45,-33.708142577072515,-7.157097297740641
6.5,-33.35027054644894,-6.840842826855994
6.55,-33.25336981112601,-6.383612223101061
6.6,-33.279369991828034,-6.113733880638116
6.65,-33.14345931318069,-6.254458555154747
6.7,-33.08644333350526,-6.492942392667889
6.75,-33.19465740843004,-6.639679234276847
6.8,-33.32779887156187,-6.730082662079798
6.85,-33.51914352714349,-6.740025896211034
6.9,-33.72466140338416,-6.7457196066153555
6.95,-33.804840858587745,-6.862216266364332
7.0,-33.722482925053214,-7.106188293817681
7.05,-33.66408475960259,-7.332053077916522
7.1,-33.76673006660637,-7.518014440555365
7.15,-33.86862736928451,-7.599909175275668
7.2,-33.79389661897385,-7.708538304085
7.25,-33.540776125286904,-7.783571254679768
7.3,-33.20854001012393,-7.766785515395686
7.35,-32.759113565445894,-7.634291795044829
7.4,-31.654650104408105,-7.1296558449909435
7.45,-29.63394546942633,-6.060560575860061
7.5,-27.165834974393334,-4.18537267806513
7.55,-25.76461395365547,-2.3417475244988597
7.6,-24.530150167765814,-1.6293856230258832
7.65,-24.02283508745209,-0.9018180447141898
7.7,-24.21026716703142,-0.7126552993461688
7.75,-24.41094136366847,-1.4049733733163083
7.8,-24.253219412517772,-1.9002849385222762
7.85,-23.07696886746985,-1.8414184309579935
7.9,-21.846044230157514,-0.9055784977039184
7.95,-20.99291439595594,0.7702815922047872
8.0,-21.85210545162938,3.425008954672623
8.05,-23.35491410335619,3.868275807381229
8.1,-25.301852778310852,3.2084629464457355
8.15,-26.49065303048596,1.843666856128426
8.2,-27.465053622446824,0.5280772590275341
8.25,-27.70749203941271,-0.8367682078030056
8.3,-27.654799452031025,-2.653345953978274
8.35,-27.388742782171406,-4.368197063802102
8.4,-26.57487525231612,-5.540439771274532
8.45,-25.56103950786422,-6.4604369559112795
8.5,-24.486246837229643,-7.277804279972113
8.55,-23.305004480793624,-8.185114373985302
8.6,-22.311726041723915,-9.176439942805619
8.65,-21.446665670456596,-10.015999826752562
8.7,-20.975714898302922,-10.817459587200336
8.75,-21.17391186517116,-11.260584316321431
8.8,-22.013907383286348,-11.858656899906329
8.85,-22.93431274217379,-12.789793626414733
8.9,-23.990366790361243,-13.595424155877305
8.95,-24.833176959230972,-13.730183311225103
9.0,-25.083958155629023,-13.403866107461875
9.05,-24.121272027693205,-12.11416866553621
9.1,-23.3646416000474,-10.120573229321927
9.15,-23.280798065612828,-8.23482670208897
9.2,-23.433996032354326,-6.834418496162937
9.25,-23.929024769388423,-4.597507229054763
9.3,-22.31730920393693,-3.750048826727853
9.35,-17.060581014835662,-6.5681536100179425
9.4,-15.013828333780449,-6.555271680475776
9.45,-14.442806923335414,-6.6038490590195895
9.5,-14.721531210588887,-6.7850273868151145
9.55,-15.326460976322531,-7.257879669949719
9.6,-16.616075904251215,-8.159758439647183
9.65,-18.169539608856873,-8.724812797156636
9.7,-20.191726349144833,-8.9450131026922
9.75,-21.655287120250872,-9.239140835048184
9.8,-22.699489567518,-9.49044175261095
9.85,-23.245658633178603,-9.672871556309142
9.9,-22.95839629712178,-9.843249674265083
9.95,-21.83210158559821,-10.163811574404168
10.0,-20.773615006425842,-10.380755049658813
10.05,-20.701706893418514,-10.409782058861849
10.1,-21.285481836783642,-10.476292352307656
10.15,-22.036375463439917,-10.108956089625135
10.2,-22.17814861462228,-9.620426884708994
10.25,-21.64941890526442,-9.742803848558406
10.3,-21.34155970426219,-9.850790857380991
10.35,-21.663618597998383,-9.965068423820783
10.4,-22.509584327008167,-10.241047962595529
10.45,-22.95929316185886,-10.395306744629261
10.5,-22.832676578768538,-10.56360269854045
10.55,-22.564379123446038,-10.62526000233609
10.6,-22.68682980469911,-10.388767983887464
10.65,-22.558995463065102,-9.79745680405137
10.7,-22.012836627529595,-9.508491884632337
10.75,-21.068521114521317,-9.454723725933613
10.8,-20.27641184334902,-9.377680144716166
10.85,-19.89036343408412,-9.121152001963045
10.9,-19.46147562002937,-9.107504510061332
10.95,-18.989347932473596,-9.305371379619105
11.0,-18.72123293894876,-9.480834624446592
11.05,-18.70661469996322,-9.633027999786567
11.1,-18.823475243906067,-9.602762448261215
11.15,-19.130556550900867,-9.538576409038965
11.2,-19.427431264316763,-9.009769902481025
11.25,-19.25806648709258,-8.487994326368767
11.3,-18.969715229998457,-8.415527912974555
11.35,-18.901969506510028,-8.574268018067158
11.4,-19.115356145398074,-8.908788835779912
11.45,-19.376858349714595,-9.186590076620766
11.5,-19.45614492100953,-9.382324485465396
11.55,-19.41460587780239,-9.672171996488666
11.6,-19.473539706003443,-9.84034656908558
11.65,-19.84285892426226,-9.505480382505109
