Time [s],Flexion(+)/extension(-),Sidebend left(-)/right(+)
0.0,-35.11668247236618,1.1156045203936629
0.05,-35.06640655265226,1.0603644625076996
0.1,-34.95588786655541,1.0566021818684523
0.15,-34.88420452298406,1.0527671489276604
0.2,-34.84356859009068,1.0712901089579876
0.25,-34.7488951107406,1.0890677213416031
0.3,-34.53772014935388,1.070706894528377
0.35,-34.01010024863571,1.0115981186451137
0.4,-32.98353163212701,1.0287642030828583
0.45,-31.61543267971322,1.3128934400230012
0.5,-30.357669216615673,1.4660758933350813
0.55,-29.254073945144064,1.5787177478182517
0.6,-28.24278565331683,1.9411139628428622
0.65,-27.583272395576564,1.8721091803864494
0.7,-27.1645265323746,1.6401380950296192
0.75,-26.91513542355114,1.3968314714392625
0.8,-26.839465061882922,1.12690854159133
0.85,-26.94798691619149,0.7442777535497591
0.9,-27.146405654465813,0.2586666372824869
0.95,-27.597627803108892,-0.3339141238378173
1.0,-28.696725392003998,-1.0525077090394557
1.05,-30.213056410548027,-1.6774953955682363
1.1,-31.611269225474896,-2.221916165140003
1.15,-32.91470955762595,-2.6878222742745197
1.2,-34.10531036990429,-3.0585695713192567
1.25,-35.320454456439414,-3.3077735204155414
1.3,-36.40870953490979,-3.281843069474172
1.35,-37.437857012276986,-3.2601381889177468
1.4,-38.23658106164157,-3.2556783527791486
1.45,-39.093063863266394,-3.219751194242464
1.5,-39.80781218218324,-3.1858536870395056
1.55,-40.47700061423941,-3.1741635665203924
1.6,-41.1037599090928,-3.1267727457694083
1.65,-41.40277382442515,-2.906128519049107
1.7,-41.76244684148043,-2.6520692392492213
1.75,-42.050559522213895,-2.483260506234285
1.8,-42.28792429144501,-2.335087376136228
1.85,-42.33950002899396,-2.180151485097436
1.9,-42.45474943129677,-1.8402368527117312
1.95,-42.7081219497104,-1.5127359152296669
2.0,-42.96954866905518,-1.1640617745363058
2.05,-43.299541144463646,-0.7422828375733488
2.1,-43.52020283162869,-0.20392684887624662
2.15,-43.77963174908516,0.5507598538313153
2.2,-44.0875966842723,1.3595242649267485
2.25,-44.46588695113487,2.281581748000781
2.3,-44.56343126368739,3.153311149902283
2.35,-44.617217987445954,3.908850369081657
2.4,-44.58023740054405,4.545130937181745
2.45,-44.54561956032249,5.172617642335684
2.5,-44.58143094372588,5.823851037747354
2.55,-44.63181880906582,6.0642844316898
2.6,-44.50868643284851,6.025918144937879
2.65,-44.53624638975602,6.599177544701469
2.7,-44.84622255277307,7.209255887334011
2.75,-45.47592512088675,8.001345160194429
2.8,-46.84821504077221,9.010005772222481
2.85,-47.64465612489877,10.077447594041953
2.9,-47.86246767689484,10.805064547110717
2.95,-48.25950066371034,10.880426784990568
3.0,-48.651706370548766,10.976337908520438
3.05,-48.97154003032003,11.029871797481983
3.1,-49.66231900128133,11.12606596422918
3.15,-50.44136374352549,10.665262648450788
3.2,-51.11416776769236,10.004881315655295
3.25,-51.25171374616777,9.443657906624429
3.3,-51.08613643429727,8.975388794908852
3.35,-50.8441661227418,8.616594668633407
3.4,-50.336082851914064,7.944002489429659
3.45,-49.32127357531125,7.647891976762999
3.5,-48.42520737503502,7.127444094772773
3.55,-47.354749553229055,6.311633694347109
3.6,-46.43960733110436,5.835928905524395
3.65,-45.570087476273194,4.998711779394468
3.7,-44.501671929217814,4.0280914622402495
3.75,-43.5049703467334,3.042952072862189
3.8,-42.89360677643078,2.5633827589850733
3.85,-42.50651329384321,2.287681166430848
3.9,-41.99174897435013,1.9867877276375485
3.95,-41.707361733854064,1.5388035624544516
4.0,-41.7121168594233,0.9709956769373798
4.05,-41.38981050623548,0.6131233768695917
4.1,-41.024014038397105,0.6536135275488725
4.15,-40.86949615789181,0.6975486144863098
4.2,-40.76841900478994,0.6481486717412411
4.25,-40.50781428662533,0.4907522368728284
4.3,-40.11810242638408,0.5828099873993401
4.35,-39.817060659245385,0.6500329670205056
4.4,-39.671620157884945,0.6379391731529092
4.45,-39.3629779623522,0.5618591655413954
4.5,-38.888619517736814,0.5911419722437572
4.55,-38.44616836488525,0.5961520216873403
