Time [s],Flexion(-)/extension(+),Abduction(+)/adduction(-),Internal(-)/external(+) rotation
0.0,-0.6815580789705752,2.342348960452644,-1.6447078876920207
0.05,-0.6853563310757457,2.387847996599817,-1.6128165783433375
0.1,-0.6361532040610083,2.4425348562566773,-1.6312850011260194
0.15,-0.5591481224092609,2.5032655804776396,-1.5735731328506046
0.2,-0.43079758717481265,2.5168994342935487,-1.5353002234166497
0.25,-0.41450150603390695,2.491744392281966,-1.5177106855886928
0.3,-0.43424297122167194,2.414512638127709,-1.4481736817031146
0.35,-0.4805233236258344,2.3619679309074497,-1.388717409739885
0.4,-0.49740552121460896,2.317724297340024,-1.3267041551239276
0.45,-0.5383666160980314,2.2907732978563544,-1.3243990814974453
0.5,-0.5641925611678278,2.3365664286646086,-1.3809446079701826
0.55,-0.5271531495740788,2.3996581575243994,-1.3869472943494612
0.6,-0.5774954331454595,2.3916481902613134,-1.36321586614612
0.65,-0.5734007351552685,2.3247681710946773,-1.374237013695535
0.7,-0.5389510206781838,2.307890989051566,-1.391389942261453
0.75,-0.4626181092019656,2.33405406611394,-1.373312435861542
0.8,-0.35579610835360154,2.3631856151268718,-1.3594670364168344
0.85,-0.2502718795509908,2.4006966540124637,-1.328323592696196
0.9,-0.07248810439621338,2.4704530423596873,-1.3755065787840561
0.95,0.2266435324740796,2.553853905126065,-1.3484487982660425
1.0,0.67963332250028,2.64669547066004,-1.3972215375097055
1.05,1.3550137587314692,2.7322196698777645,-1.6204823848741925
1.1,1.8015444239828289,2.840567270921942,-2.0836060024691583
1.15,1.618261319027529,2.8206578432393563,-2.8510078822206397
1.2,1.4281673690871457,2.9220944946002376,-4.120079331196437
1.25,1.51784540789969,3.025220422942368,-5.0641248320059935
1.3,1.4466429399718412,2.6535184909708778,-5.478493946856527
1.35,1.1094728271600776,2.565648394086073,-5.210547837512684
1.4,0.6286619241022645,2.7949321600064088,-5.324999884513273
1.45,0.3761658183040116,3.2070683663801125,-6.280043241023138
1.5,0.011350771870396185,3.4059507371129993,-7.342178086400673
1.55,-0.7172705905079894,3.5152974578419522,-7.785338909103132
1.6,-1.9177127066364026,3.7485262737338325,-6.7280514945694465
1.65,-3.335547902272642,3.4235973687872767,-4.2708262790975695
1.7,-4.207676723350322,2.728077338146252,-2.4695310147896024
1.75,-4.47407090691821,2.4081938280923585,-2.864061931545615
1.8,-4.767212333114195,2.077986137244998,-4.120153355098751
1.85,-5.200893618913241,2.2891651415219276,-4.887208042319356
1.9,-5.222372816025378,3.1083626540605045,-5.073107065085528
1.95,-5.042066266782392,4.703427800153773,-5.1510135028387305
2.0,-5.02878674609532,6.399902453943165,-4.292429406034069
2.05,-4.932496025641277,7.685599781599776,-2.698619932914953
2.1,-5.240737841534949,8.499839609811527,-1.7948407429561637
2.15,-5.865934476263104,9.429125311270353,-0.7188301398031967
2.2,-6.580330055853311,10.16782997745959,0.20241674015205158
2.25,-7.287668066503044,10.575818313265755,0.8923164485258979
2.3,-7.205860642895159,10.546861507115455,0.8301703593807516
2.35,-6.535654941661112,10.676961525388117,0.14883393208069118
2.4,-5.906564752075363,10.737206346005456,-0.8045330444420217
2.45,-6.1894903147686495,10.089904125376062,-1.5346830466705734
2.5,-7.499661377905773,8.482088736611033,-1.5214191748150228
2.55,-8.01183835189041,6.047407750177755,-1.1980200573963207
2.6,-6.3246944381116155,2.587501208206235,-0.7916357371318331
2.65,-4.115833618074273,-0.8390843359916808,-1.1574565471164688
2.7,-2.6107978483948244,-2.2489720486189837,-3.5166789969876535
2.75,-2.4316542602696414,-1.6535455154835303,-5.821409275722329
2.8,-3.300354670073643,-0.8585292055782783,-5.679038766941149
2.85,-5.271130005525784,-0.8538153495214645,-4.162896215684108
2.9,-6.288734748490847,-0.5004801573573813,-3.6018319951978492
2.95,-6.566323926997863,-0.07183174848401644,-4.560947178488797
3.0,-5.983920622105505,-0.6094080759238844,-5.258851258956775
3.05,-3.8768842798626832,-2.4655092295072767,-4.174851675541442
3.1,-0.4575539451071252,-4.618246594386937,-1.8338912343445544
3.15,2.464023548198442,-6.072946651279128,0.319287685138357
3.2,4.645139690359005,-6.580654384375908,1.9001132174607207
3.25,6.001469319646225,-6.874358267419275,2.956577531548734
3.3,5.796167664935506,-6.416474846121932,3.2256640321978716
3.35,5.304090254505938,-4.299285806656877,3.723525767485382
3.4,3.390680366969096,-1.2239527934574819,5.11287548555391
3.45,0.34316308185425204,1.9874252473638938,6.81161103318351
3.5,-2.54726822586407,4.356114007114242,7.481848483817194
3.55,-6.186800861896548,6.491593855291065,8.950397405493378
3.6,-12.044999020775801,9.529605721418895,11.799938041539233
3.65,-17.315755945845325,11.922269440398583,15.244707446203618
3.7,-15.893125797751106,12.59170685521811,15.521231040794502
3.75,-9.013296409441159,7.475643936756591,12.72949018076044
3.8,-0.8637557958001881,0.8635448713923713,7.6102216206193685
3.85,5.687191834730339,-2.439525807182807,7.883128401046704
3.9,9.460100317319826,-0.9662619186219275,10.288272579764172
3.95,4.598633334200205,1.7398104479955243,8.412050881060459
4.0,-1.1109992022571618,3.6722228696273724,3.7879325394978856
4.05,4.215388832301835,1.3189580171797959,0.00925607365583249
4.1,10.908745057355638,-1.0709928042136647,-2.472924756335461
4.15,17.545252444190734,-2.9230627767884125,-1.9583693661632622
4.2,23.48361124252311,-2.5772396225110583,-1.9279624287039265
4.25,25.823317231266195,3.36622262483874,-2.496223447817599
4.3,27.296825711772883,11.729192439256257,-3.0317614193995395
4.35,35.8978762395523,17.661541223022578,-5.604531230079126
4.4,44.6511495704853,18.62617909274566,-7.157535736983996
4.45,42.27927695356577,15.637337742265586,-7.607786202803247
4.5,24.87990013966543,10.23651181202211,-5.969902389062491
4.55,15.211652680453366,5.116486520928421,-5.641373455401229
4.6,17.397061400484326,2.132409760826439,-18.24418385705104
4.65,15.40337083849086,5.835967191557527,-25.496296417120988
4.7,8.979026824353477,11.140271352528684,-30.01709403747565
4.75,-6.895863035030109,14.22579025719662,-33.85295165620723
4.8,-20.22555179705487,15.61907334853044,-27.921422911245642
4.85,-26.254308795204533,14.181550858876605,-24.410821969164783
4.9,-24.12527292371322,12.342513678783304,-25.681653470277993
4.95,-17.760371141007752,7.802581013690625,-28.767118627119345
5.0,-11.411673041494321,6.234082059017342,-33.02013012391786
5.05,-22.64303968580188,14.960155037906874,-34.30669839603512
5.1,-43.82071475861711,20.724765308589195,-33.671391275959586
5.15,-52.99701040871108,22.544185557074027,-35.10082318336235
5.2,-45.07292917112699,15.319366021266665,-35.184294715388816
5.25,-33.558301007866184,6.518912422564759,-29.404960770597775
5.3,-22.40456371562133,-1.3937179135450255,-17.843731981471727
5.35,-10.703672953609454,-4.420722521180768,-7.781435154787041
5.4,-8.360718042257888,1.8223229970232797,-3.2850914527120354
5.45,-1.8659861066947205,7.744540436903861,-3.4243973436692974
5.5,11.096564048109405,12.679946387458994,-9.966860534630179
5.55,25.987079898377925,16.192408038331937,-15.450790191559175
5.6,40.59797813154894,14.264054550783468,-15.753839227954927
