Time [s],Flexion(-)/extension(+),Radial(+)/ulnar(-) deviation
0.0,-0.20226606662683377,-0.308597288944384
0.05,-0.24603661457237996,-0.3193370265789157
0.1,-0.25540424936143546,-0.33437375634520533
0.15,-0.3003708333553901,-0.3465417766479627
0.2,-0.323452692440404,-0.339703526073618
0.25,-0.3045729668056857,-0.44477333179296197
0.3,-0.32869739040390145,-0.4968556073374074
0.35,-0.3776340574542925,-0.5070209486188428
0.4,-0.396686152798923,-0.5148834304448875
0.45,-0.3024375201027927,-0.48254119928824024
0.5,-0.2894242937314951,-0.4572917558431913
0.55,-0.3199212301366103,-0.4366101199090301
0.6,-0.23507295937127703,-0.4239461874932237
0.65,-0.18654013744304285,-0.4882344375011798
0.7,-0.24987381641911602,-0.556268293991499
0.75,-0.33464600574847886,-0.5808736215608892
0.8,-0.34888584699939446,-0.6118491379695317
0.85,-0.32444423839601655,-0.6211386471157108
0.9,-0.32931582534041137,-0.62581482358579
0.95,-0.3764842898449202,-0.6202201890310126
1.0,-0.47593059254320474,-0.5516007123352157
1.05,-0.6306947763464105,-0.40284778493588086
1.1,-0.5552952382072821,-0.3008636950867121
1.15,-0.10167910966213095,-0.4448094315385654
1.2,0.2442066918406701,-0.6307722874957827
1.25,0.38040939828328557,-0.7078968898497694
1.3,0.39790868383058686,-0.7571072846218653
1.35,0.35495853651425807,-0.763708768394637
1.4,0.5037719224466255,-0.8162355631883831
1.45,0.8177943182762387,-0.9901488580018488
1.5,1.0213209102917955,-1.1205744361231444
1.55,1.158136361802428,-1.25945350896377
1.6,1.044590974729606,-1.3722784502218244
1.65,0.7665974827403136,-1.397913852453999
1.7,0.8892889338368244,-1.465045494278555
1.75,1.6239224358060993,-1.92628536678826
1.8,2.559714407538044,-2.4938901894638126
1.85,3.0685058906514255,-2.8991344971981223
1.9,2.9592004382747956,-3.0122130660554824
1.95,2.9611003167985097,-3.0999767281246355
2.0,3.097376866857287,-3.2632239852452063
2.05,2.9439066797387143,-3.3798443298963865
2.1,2.680166042698598,-3.482697602826247
2.15,2.556347918783835,-3.6179709333772943
2.2,2.5541717763493956,-3.7613212838220567
2.25,2.4214246860535718,-3.919426008261721
2.3,2.2488244706806952,-4.108639137456119
2.35,2.193942629901282,-4.228891774795227
2.4,2.3062692996847476,-4.520071690715319
2.45,2.5065913396593404,-5.248325780782002
2.5,2.714134470593352,-6.0588168256012445
2.55,2.820954553752529,-6.716431306392572
2.6,2.890012418715187,-7.2144399285612915
2.65,2.7239603958904492,-7.428532513257389
2.7,1.9691171188004948,-7.775356148282475
2.75,1.463693164065904,-8.411184577553914
2.8,1.8231205107716677,-9.36671663518907
2.85,2.081477009780161,-10.76939059684461
2.9,1.775155905195128,-12.622886191916459
2.95,0.8435595008011612,-15.13312972372491
3.0,-0.6347536341268349,-18.588002839114363
3.05,-2.1475037632126686,-22.855739614062752
3.1,-3.5767532970464395,-27.039708509583892
3.15,-4.981979322357244,-30.428462812797317
3.2,-6.111406270619195,-32.629443339482805
3.25,-6.258956110879687,-33.82334541891128
3.3,-5.913635273371672,-34.13511737546205
