Time [s],Flexion(-)/extension(+),Abduction(+)/adduction(-),Internal(-)/external(+) rotation
0.0,10.728924708028813,-0.8410418780490461,-12.903356839025133
0.025,10.692707995646215,-0.8454119855225399,-12.889106561925056
0.05,10.62894180395608,-0.853301251631699,-12.878795074056955
0.075,10.551768868940668,-0.8581139559649711,-12.880468942501496
0.1,10.467802833098869,-0.8564909999129608,-12.891726431613577
0.125,10.388413260886866,-0.8580585431202984,-12.895752906339156
0.15,10.321865568726023,-0.8692017565584753,-12.885342630213335
0.175,10.268006545166198,-0.8843185632448888,-12.861549590806314
0.2,10.214204439648606,-0.8935790676685087,-12.825932036489958
0.225,10.152279649292984,-0.8999874892404487,-12.779098330713854
0.25,10.083445557086755,-0.9094655929189003,-12.726756368083919
0.275,10.01710361254275,-0.9219189228032535,-12.681904997971687
0.3,9.959091754125804,-0.9357404702829659,-12.651081112990415
0.325,9.914047014371508,-0.950290218815345,-12.629907635063494
0.35,9.889855440813422,-0.9706115740742663,-12.609061988905646
0.375,9.887881737511321,-1.0005221900328582,-12.580470113256412
0.4,9.904858010879744,-1.0318857564158215,-12.536396675912332
0.425,9.93074370277805,-1.0476022734058805,-12.464917319970075
0.45,9.9456390052494,-1.0323761969116556,-12.36027538288769
0.475,9.941534228958405,-0.9842484228314231,-12.25312417122116
0.5,9.925905142615735,-0.9219183448425328,-12.190798341504722
0.525,9.886535847142866,-0.8660914336024663,-12.205232589232235
0.55,9.811035796879985,-0.8287269664106415,-12.287495716828623
0.575,9.71891652262178,-0.8109104254015456,-12.377835672742748
0.6,9.637500181837188,-0.7954008486884137,-12.439145515029502
0.625,9.565995198338879,-0.7554574688235469,-12.470201946468675
0.65,9.496620664044329,-0.6828487450639759,-12.46097558239905
0.675,9.432612949349487,-0.6046173881785946,-12.406716529482532
0.7,9.391607664013172,-0.5511011168701204,-12.344081898515626
0.725,9.385324475983746,-0.5265768107588237,-12.315025211337888
0.75,9.406323317258053,-0.522836525335411,-12.315188259563438
0.775,9.438413773188202,-0.5331519009453142,-12.320253663729202
0.8,9.478950256223477,-0.5473835193433759,-12.321248190920103
0.825,9.521105991594945,-0.5557751511324903,-12.318539939230556
0.85,9.553565629917209,-0.5549709571790928,-12.320485080282987
0.875,9.577605253299044,-0.5483993611172163,-12.339065136121127
0.9,9.600940674967745,-0.5493576860456149,-12.363026918274945
0.925,9.634545185362214,-0.5748961008807755,-12.345565180395154
0.95,9.680871422837333,-0.6220924779403899,-12.266403806686089
0.975,9.71978306280317,-0.6572800359779911,-12.206598438042114
1.0,9.750949584344035,-0.6784902447474532,-12.160833860861747
1.025,9.784052819424657,-0.6922026237221393,-12.12383137539213
1.05,9.822368171856947,-0.7035356180033017,-12.10989880699639
1.075,9.852448979150248,-0.7303014593266125,-12.08855479132546
1.1,9.877375392652581,-0.7626291458949612,-12.060597142817926
1.125,9.8980736871088,-0.7893230974329364,-12.032459240687997
1.15,9.915369410064663,-0.8107314830443787,-12.000956706609912
1.175,9.9361436846995,-0.8319726895407458,-11.964741585525006
1.2,9.965967779888018,-0.8593974035369792,-11.921536849681651
1.225,10.01059772887488,-0.897789967239473,-11.88739777430087
1.25,10.104768981216612,-0.9392544848558187,-11.919441444758313
1.275,10.320320599308472,-0.9568757262084375,-12.099155160391836
1.3,10.725039222605862,-0.9427094477438375,-12.42607151312841
1.325,11.29441196034067,-0.9423009491819385,-12.748183020179022
1.35,11.91980391707972,-0.9741134044305492,-12.906306364560452
1.375,12.464370370892606,-0.9896134072348328,-12.834752308101208
1.4,12.840771872674791,-0.9490345523784092,-12.54163984206433
1.425,13.050327808449746,-0.8642017324443914,-12.06023311112025
1.45,13.147239994737097,-0.7790547992885912,-11.44478284832572
1.475,13.136477075719027,-0.7521849294940962,-10.757809830880566
1.5,12.969567559124643,-0.8517121703276603,-10.026538894644835
1.525,12.591008117761152,-1.12214634835633,-9.25916788936384
1.55,11.994702306261459,-1.5533101960224045,-8.456250796340674
1.575,11.217489041933234,-2.084937632338617,-7.580476872221207
1.6,10.260449736299657,-2.6572773427897536,-6.574432622814365
1.625,9.031830915538066,-3.2616109066881385,-5.414705895034575
1.65,7.457695570916773,-3.917013177523729,-4.156550856388043
1.675,5.657855482655866,-4.591007608346614,-2.8856725309650217
1.7,3.872766318943572,-5.204099057744105,-1.6719645333307416
1.725,2.2975419535511405,-5.695735719110602,-0.5744178484172303
1.75,1.0985071946385725,-6.090332821154967,0.3462669402513769
1.775,0.24124584559107795,-6.47568141810845,1.029334519954405
1.8,-0.3987075950713182,-6.93144758310721,1.4845167031065971
1.825,-0.832939173058491,-7.456710399123286,1.7486231242618924
1.85,-1.0428457347034346,-7.940631215113992,1.847016778681047
1.875,-1.061809532617512,-8.270477415443544,1.8319432394076736
1.9,-0.9574219726929818,-8.433748537951754,1.7448737775428158
1.925,-0.8159753631777319,-8.502059378302794,1.5630955432813347
1.95,-0.6963827394910993,-8.577681080671141,1.2609206289930295
1.975,-0.563152371872508,-8.70250880634406,0.8899716451122796
2.0,-0.3488475618095705,-8.837531226871521,0.549674038893511
