Time [s],Flexion(+)/extension(-),Sidebend left(-)/right(+)
0.0,2.801130009102257,-1.2359353697649778
0.05,2.8695844772538988,-1.1747466233632318
0.1,2.8862152402464045,-1.1477902201172487
0.15,2.932775671100374,-1.150924698824857
0.2,2.9181099754784303,-1.2011842316131003
0.25,2.900241354593413,-1.2835174758411927
0.3,2.891587009621086,-1.3271397571457206
0.35,3.03038773132263,-1.1371028276666544
0.4,2.968363695455007,-1.0729251287081352
0.45,2.8684326980765222,-1.025787836097072
0.5,2.7629718659367097,-1.0913932221576081
0.55,2.758251715106738,-1.1717133004498146
0.6,2.657781962946787,-1.3051279570589416
0.65,2.4424824291689613,-1.3884077519809779
0.7,2.283737549867235,-1.3873494237715935
0.75,2.1706891198464673,-1.387825236982121
0.8,2.1450323842694203,-1.3133780048186987
0.85,2.012331579743981,-1.1642099471165503
0.9,1.705904005970333,-1.0568808075538374
0.95,1.2871986621738163,-0.8771442264870978
1.0,0.8118931353105098,-0.6363619603612747
1.05,0.4763252804826989,-0.41757969453504257
1.1,0.4368371083223362,-0.08341244049155051
1.15,1.4663408059631027,0.8473652011573926
1.2,4.042365450378943,2.300307683093834
1.25,8.331011040227638,4.057378508375107
1.3,12.083583390346782,6.176536419403826
1.35,13.287424256414555,7.91052570049716
1.4,11.949667375878805,9.373246861772097
1.45,10.093829193911546,10.051965427631202
1.5,9.505937880897081,10.253438335653879
1.55,10.275720398363227,10.584734852761226
1.6,11.545462483300348,11.617903078927935
1.65,13.004509620699203,13.204383720852768
1.7,14.41347640402654,14.948704454621579
1.75,15.009579353152613,16.041065436937757
1.8,15.19267558506243,15.821630351991033
1.85,15.020700008447953,14.981832776736262
1.9,14.53336276048968,14.206003775602156
1.95,13.596944038566294,13.7270114409181
2.0,12.07225762530989,13.429277098358083
2.05,10.67999058212518,12.179776052738685
2.1,8.965784658621448,10.693180879351358
2.15,6.77033025359228,9.098548048376811
2.2,4.243955676776134,7.8351148503172885
2.25,1.6389401602847593,5.757968392217152
2.3,0.20028615973849373,3.618681526646713
2.35,-0.5967836175475754,2.095517795854751
2.4,-1.1861130085073142,1.0278703024114797
2.45,-1.0358705708278555,-0.1025655417247114
2.5,-0.5947356610269344,-1.277817791063258
2.55,-0.091824351531484,-2.6394361264213546
2.6,0.4909518777214056,-3.9474284763948586
2.65,0.7945434591892114,-4.846329356734869
2.7,0.6068207682047821,-5.761831011061673
2.75,0.12589892407336384,-6.267040157335451
2.8,-0.26543810776082927,-6.434873637078799
2.85,-0.5573621070887242,-6.726648662655824
2.9,-0.8034441795858182,-7.559359679818767
2.95,-0.8198350987991178,-8.614319580035593
3.0,-0.7192201133583616,-9.672759950960874
3.05,-0.3468271854217793,-10.643786952387005
3.1,0.6157730889433265,-11.453035520475229
3.15,1.0543943991151021,-11.703967431571545
3.2,1.772716677870039,-12.236973309989967
3.25,2.4732278439139197,-12.858288652472686
3.3,3.263450358474566,-13.29546934874333
3.35,3.166176646152203,-13.994539269156805
3.4,2.0844488208948744,-14.522031802443895
3.45,1.8958050812646274,-15.305452833298057
3.5,2.379353885621575,-15.886720430028065
3.55,3.2046648788330465,-16.379384317350855
3.6,3.909022175104452,-16.426266614923062
3.65,4.316986147586339,-15.864364135397167
3.7,4.9003828626895585,-14.152222304877668
3.75,5.328051423933898,-12.436153564725617
3.8,5.624787352470212,-12.093148014729689
3.85,6.143878878882091,-12.302006481776388
3.9,6.401106411303369,-12.653116584776788
3.95,5.684857183196039,-12.427346794146247
4.0,4.778405654324715,-12.038518293276327
4.05,3.873464813668498,-11.361990664920087
4.1,3.4658544578725445,-10.7243503575791
4.15,3.012384145676251,-9.913161706580466
4.2,2.9080854164820686,-9.38321468490785
4.25,2.301423760993587,-9.83592978090042
4.3,2.889447148359906,-9.735407452245298
4.35,2.9069998362914835,-9.99089519679823
4.4,2.7574128842931063,-9.969317978259614
4.45,2.323651319061387,-9.908192082922392
4.5,2.068480621643705,-9.763674693655673
4.55,2.2916456897316717,-9.720078162035112
4.6,2.184607483930752,-9.502232937800141
4.65,2.570591482003309,-8.634860416810637
4.7,3.0882428337860905,-7.755793903296892
4.75,3.4435225501743765,-7.269847292444817
4.8,3.49902022162739,-7.305282490830375
4.85,3.94283184293927,-7.16541760384734
4.9,4.205908440928077,-6.563252051404963
4.95,4.554782930331328,-6.157532983587807
5.0,4.118006809783697,-5.928859580466939
5.05,4.398700785232949,-6.0622910871202365
5.1,4.391674636917958,-6.441286443482462
5.15,4.25499382671742,-6.725377968100731
5.2,4.185808108196,-6.792054707845016
5.25,4.079657324300248,-6.938651230154939
5.3,4.651269403347458,-7.043024616925678
5.35,4.620012231911367,-6.816231269232966
5.4,4.596573834681833,-6.033932379587571
5.45,4.995278511931498,-4.9048448775486815
5.5,4.794032668562508,-4.271028957766172
5.55,4.530011700778748,-4.535221577239687
5.6,4.959153049404671,-4.818477078807479
5.65,5.139112344994542,-4.463949042467401
5.7,5.276462898405179,-4.514099404506296
5.75,5.542693498299794,-4.559894119568077
5.8,4.852320483417517,-4.43227684863263
5.85,4.661264210497168,-4.69289848118262
5.9,4.945886108313842,-5.12261789470231
5.95,5.5519375647796,-5.642683580959819
6.0,5.308720022644414,-5.692497437331509
6.05,5.264559548636717,-5.435182913527817
6.1,5.4675518693754865,-5.082265945886202
6.15,5.979107920599688,-4.911675593216705
6.2,6.421498166329595,-5.133181544252375
6.25,7.02366366542552,-5.148581263232245
6.3,7.669942360074331,-4.953029539743233
6.35,8.483154339730026,-4.515898637534392
6.4,9.23242780045629,-3.917615703367019
6.45,10.262805703431829,-3.287775777463
6.5,11.15590120041593,-2.668816546651154
6.55,11.663466602942533,-2.7484366701338874
6.6,11.216685623871992,-3.333826571776012
6.65,10.30181119691694,-4.046123861967203
6.7,9.15768825270749,-4.473915799722433
6.75,7.511789420346993,-5.082732630363634
6.8,5.587865666729837,-5.785246070051853
6.85,3.3569078528033676,-6.7713218656910685
6.9,1.7804446184632001,-8.141521033456224
6.95,0.5915908566319342,-9.427677523646116
7.0,0.1255045352880493,-10.340914454357476
7.05,0.11729603372217322,-10.909375111693347
7.1,0.31278611321020927,-11.556272928440357
7.15,0.48964243757536063,-12.292725900172073
7.2,-0.4322152918236711,-12.469013403291871
7.25,-0.7157814051399811,-12.442321407164156
7.3,-0.22312202169046205,-12.368753626046917
7.35,-0.49895106163333597,-12.086999794583454
7.4,-0.5162181782460815,-12.244030411719939
7.45,-0.058355909461732476,-12.503611414071088
7.5,0.7285399625118121,-12.684991455732497
7.55,1.4274895114751782,-12.647239676811681
7.6,1.7183805363135873,-11.998594335022224
7.65,1.8429616848831964,-11.635246938568322
7.7,1.3962940246393214,-11.368111857370973
7.75,0.17343453697404962,-11.149892635754956
7.8,-1.6269040387138485,-10.510094736608055
7.85,-2.118937295377367,-9.671424587840507
7.9,-1.0147910615071525,-8.410015970542574
7.95,1.650425661245926,-6.755682236926131
8.0,5.842955656002493,-5.375274832107848
8.05,11.114586618305696,-4.359941299341509
8.1,14.432670960772967,-3.1821801785508756
8.15,13.84085684087166,-2.4463240821335592
8.2,10.43149854405774,-2.382237395938742
8.25,7.865657674926299,-3.754003285408044
8.3,7.201968028253883,-5.6521318062545145
8.35,7.373114571444805,-7.941924699817849
8.4,7.237683894471129,-9.578980939383431
8.45,7.011169281418846,-10.038637828332206
8.5,6.596696208486274,-9.351883058536448
8.55,6.552061328321866,-9.146552473570338
8.6,7.254150826456288,-9.77865354553576
8.65,7.518363505983854,-10.425850462707658
8.7,7.350319557182763,-10.578830375138393
8.75,7.066456728805284,-10.498966955766877
8.8,7.471305546456015,-10.93087499769792
8.85,7.541911681241356,-10.850843479709646
8.9,7.406530180275305,-10.999198449737337
8.95,7.571557523243361,-11.631874521316641
9.0,7.858351403867053,-12.260859649118201
9.05,8.217157357278301,-12.545007056094036
9.1,8.450253168966091,-11.86769040541237
9.15,8.581526585017953,-10.335326358271097
9.2,8.596492955305852,-8.971081651973504
9.25,8.720002493256532,-8.268032359692729
9.3,8.672838223771752,-8.249223829271568
9.35,9.125678866307739,-8.569734857705503
9.4,9.175231392925163,-8.016273289125047
9.45,8.949735378558204,-7.412095796706562
9.5,8.751068819606425,-7.624664612990952
9.55,9.300768526038642,-7.994375612017014
9.6,9.701032136581315,-8.394970412139303
9.65,9.921716853591883,-8.713969974466098
9.7,10.02127565248692,-8.560768717387925
9.75,9.943806300264676,-8.490642100849248
9.8,9.589554830624241,-8.64835848761526
9.85,9.323885467233508,-8.757745178231612
9.9,8.95732405800574,-9.00400119523215
9.95,8.98850980783526,-9.170445022298656
10.0,8.717991249847268,-8.614855668117048
10.05,8.634552662613766,-7.854686679951427
10.1,8.725283638761377,-6.922414285393595
10.15,8.765624559904284,-6.190607604171321
10.2,9.156888613139804,-6.508558892513945
10.25,9.370416596264949,-6.419835213530885
10.3,9.279475295665689,-5.943368470868251
10.35,9.196150577051792,-5.3479409767240815
10.4,9.342132724997693,-5.328791112472801
10.45,9.323823771677391,-5.249569470457411
10.5,9.259895883815112,-5.523725635519564
10.55,9.733114553034778,-6.0627876785419845
10.6,10.11145311323356,-6.588470927680657
10.65,10.034576360349936,-6.727681621772687
10.7,9.913921202361388,-6.714974125808184
10.75,9.995228639074039,-6.761027724086419
10.8,9.66004598204618,-6.887767639071903
10.85,9.925771801801599,-6.887947827942227
10.9,10.206526596809756,-7.0897386578471995
10.95,10.009633790488868,-7.47031619066168
11.0,9.828379027921423,-7.825282524045949
11.05,9.57333027676373,-8.071917968898878
11.1,8.967237585812711,-7.7495680240562645
11.15,8.334736164171964,-6.65228676400807
11.2,7.951668649036174,-4.882479104901719
11.25,7.4928477529861235,-3.843282811295873
11.3,7.081501799743464,-4.513954702457691
11.35,6.664709415443908,-5.28420866416867
11.4,6.046076364241615,-5.858620410352512
11.45,5.204413306518466,-6.4500604492374585
11.5,4.382726244022216,-7.660324588322544
11.55,3.119097297905027,-8.968304553427041
11.6,2.0400909082446486,-10.369919164197176
11.65,1.7036640191062076,-11.27745214506016
11.7,2.430596854104164,-12.56824389705128
11.75,0.26672201042547505,-13.936703240093841
11.8,-3.6520495357224134,-14.47118857822604
11.85,-5.147235158556857,-15.637537638648674
11.9,-3.1023118513478787,-16.53295134209661
11.95,-2.151709634421408,-16.443702581262357
12.0,-2.6265172933678578,-16.338230511864683
12.05,-2.9264068310161986,-16.187002848444326
12.1,-3.6481660311192807,-15.857779620462628
12.15,-4.792139804292736,-15.38492899321476
12.2,-5.373722670747453,-15.07635783378389
12.25,-5.474569604278629,-14.8841022288984
12.3,-5.714813907556817,-15.000429260037711
12.35,-5.227770938252325,-15.510024711360206
12.4,-4.290954728826443,-15.617138080840654
12.45,-3.8194464276500715,-14.978112658326719
12.5,-3.695960912161853,-13.719632348183497
12.55,-3.349981242435181,-11.867218959640917
12.6,-1.8862151671655354,-8.816777012230313
12.65,0.3934316154649097,-4.492394901087856
12.7,2.6795012615431357,-0.022379564142867143
12.75,4.168761973489502,2.8272795489882054
12.8,4.572791327600976,3.6639147623958817
12.85,4.105703668145139,3.440321902601572
12.9,3.522472657481448,3.2103485062980814
12.95,2.8774517594824736,3.058324403154387
13.0,2.969886721585866,3.6683439353259555
13.05,3.557213054249979,4.415591369337348
13.1,4.116444889276308,4.760255185507665
13.15,4.7744527789221936,4.125002928377602
13.2,5.126482788373486,3.2195233283871634
13.25,5.7951836570260635,3.454045660762491
13.3,6.3626394335950405,4.220442376459654
13.35,6.286049721213138,4.317572985001853
13.4,5.69662381426272,3.004000349974359
13.45,5.241476729996597,1.0645627698928564
13.5,5.008384704614833,-0.39662392381889344
13.55,4.619526884711121,-1.3045732000785133
13.6,4.069451936815381,-1.5232516885761138
13.65,3.5281734836546095,-0.641451686101539
13.7,3.4168916538905822,-0.028305851723953442
13.75,3.02844072967949,0.12939800534781962
13.8,2.7888615819909965,-0.3074965525196923
13.85,2.5508002069624536,-0.8598889873154137
13.9,2.6925440499435838,-1.6417293717258197
13.95,2.4323793364159267,-2.4498862669270958
14.0,2.1301291063182615,-2.526581932622803
14.05,2.087460918022151,-2.4716074448326286
14.1,1.8551770788730602,-2.600560535043644
14.15,2.326769271950989,-3.1540095913376867
14.2,2.7526652363099853,-4.109429974841212
14.25,2.9710313310622922,-4.567675438861951
14.3,3.0122522731593286,-4.109972720271907
14.35,3.1313928038100842,-3.6459508657708843
14.4,3.2647673288225323,-3.494867949006634
14.45,3.723620731766121,-4.021348254086445
14.5,4.20105919292553,-4.000783675633517
14.55,5.271086218277555,-3.402488122081345
14.6,7.28408010979636,-2.9280315079820936
14.65,8.659575134778468,-1.7583788830515958
14.7,9.65188404480851,-0.7324266019217284
14.75,10.185964508848691,-0.8425437953701552
14.8,11.239060151071547,-1.2113414866846832
14.85,11.555978642473589,-1.8297413302826677
14.9,12.045645886380541,-1.5262790815376042
14.95,11.83614864433207,-0.7996944470255697
15.0,11.271221878336844,-0.3573137016690085
15.05,10.88226437063265,-1.1360028740853056
15.1,10.729924880372355,-1.777733620305611
15.15,10.9926550476317,-1.6743827381595908
15.2,10.259041640100568,-1.3896083156156744
15.25,10.221876330703822,-1.0997424887622613
15.3,9.466575267264894,-0.953070149853328
15.35,8.84751647101697,-0.8567918936058759
15.4,8.476793253931731,-0.6424070019336715
15.45,8.4416844120761,-0.3870531507613877
15.5,8.061491200372924,-0.8843284091694997
15.55,8.460719124494013,-1.361806818731318
15.6,8.366714850589087,-1.9999120249355133
15.65,8.690005676620377,-1.9684148307379308
15.7,9.47418879562345,-2.3338812631047476
15.75,9.30515895570183,-2.97193215180264
15.8,9.512829543189929,-3.4633288571713248
15.85,10.13572467540967,-3.9889741172882096
15.9,10.19738318682094,-3.2205500955949553
15.95,10.128688522737624,-2.8330960868880513
16.0,10.135693203607795,-3.794288725506458
16.05,10.2442907069639,-6.087945066360659
16.1,11.085646341263368,-9.155225156162718
16.15,11.931254289513546,-12.085784727928132
16.2,12.273920965261894,-13.783630741438099
16.25,12.227267577796077,-13.863745217345873
16.3,11.763149883024438,-12.841869009223949
16.35,11.144764269011468,-11.804652109076942
16.4,10.550330349229336,-11.37552806109164
16.45,10.922785566908084,-11.355743725214868
16.5,10.973813241018776,-11.603809604627218
16.55,10.401203406030811,-11.174706244874717
16.6,9.97826076880209,-10.33615991342889
16.65,9.620697976663696,-9.55627573588534
16.7,9.415969293646642,-8.854615020737315
16.75,9.527136812745018,-8.947347014601398
16.8,9.661032770742937,-8.944269762930691
16.85,10.19830991960841,-8.842974977917635
16.9,10.40982816665851,-9.004385675170338
16.95,10.774709603479392,-9.02657833108896
17.0,10.817875238395445,-9.109439660918559
17.05,11.14895270972836,-9.065541513139834
17.1,11.133253349114534,-8.37076597927162
17.15,11.788890800527932,-8.302308157218532
17.2,11.956513341107417,-9.160113819885229
17.25,12.478991118228722,-10.22615599840686
17.3,12.277966383583863,-11.17606116832
17.35,11.402258796976595,-11.94170987753138
17.4,11.09952867246866,-11.984393360073154
17.45,10.34626911656175,-11.435230203339945
17.5,10.386482952189471,-10.765663355214715
17.55,10.112265334172335,-10.759687991023622
17.6,9.550379333562015,-10.318884714179628
17.65,9.104014745892796,-9.458081695786527
17.7,8.842632156174297,-8.640555864642185
17.75,8.600573906427764,-8.021575786187949
17.8,8.684725357334438,-7.370015096291993
17.85,9.028558107783734,-7.483035841459306
17.9,9.568069778666334,-7.547531769162318
17.95,10.363826207011396,-6.99555385699513
18.0,11.060014456640303,-6.603736633406708
18.05,10.605996870736007,-6.622330356568741
18.1,9.45744479556466,-6.531803968153694
18.15,8.148878909896125,-7.069765813378475
18.2,6.529429602230326,-8.449503423737418
18.25,5.1316802135469795,-10.203353492113736
