Time [s],Flexion(+)/extension(-)
0.0,3.0979701411567477
0.002,3.0987395882297766
0.004,3.0994738904392727
0.006,3.1002247041081348
0.008,3.101006413023729
0.01,3.1017849813412943
0.012,3.102602559105854
0.014,3.1033588165562254
0.016,3.1041392073434455
0.018,3.1048567689778577
0.02,3.105600843435561
0.022,3.1062703715318998
0.024,3.106953232814342
0.026,3.107556501286036
0.028,3.108122800603721
0.03,3.1086343915549035
0.032,3.10907079168982
0.034,3.1094453125389876
0.036,3.1096979275610543
0.038,3.1099232820116947
0.04,3.110057460303717
0.042,3.1101333227136725
0.044,3.1100901390913185
0.046,3.109973567098271
0.048,3.109859236536176
0.05,3.109587741086517
0.052,3.1092842537129255
0.054,3.1089234652297284
0.056,3.108547626786584
0.058,3.1081411003605437
0.06,3.107679305392063
0.062,3.1072103471233823
0.064,3.1066779148779
0.066,3.1061787299525645
0.068,3.1056546782758634
0.07,3.105147427113213
0.072,3.104649345557433
0.074,3.104177296564444
0.076,3.103694876709254
0.078,3.103288076076677
0.08,3.102855569874803
0.082,3.1024786363377084
0.084,3.1021435479866484
0.086,3.1018367045981714
0.088,3.101538071978095
0.09,3.10129283904129
0.092,3.1010805836852864
0.094,3.1008961147442444
0.096,3.100745946334697
0.098,3.1006179139996033
0.1,3.1005197913087787
0.102,3.100441607703115
0.104,3.1003912999832886
0.106,3.1003578572964465
0.108,3.1002981909546965
0.11,3.100280274846094
0.112,3.100271052090018
0.114,3.100261774292376
0.116,3.100279544692415
0.118,3.1002277087939567
0.12,3.1002242403665665
0.122,3.100174225301476
0.124,3.1001737623763383
0.126,3.1001119755528093
0.128,3.1000418325971473
0.13,3.099966166163691
0.132,3.0998604788263115
0.134,3.099723801417694
0.136,3.099592334488907
0.138,3.0994200844131132
0.14,3.0992613617557994
0.142,3.099048629739219
0.144,3.0988123798568914
0.146,3.0985807251706987
0.148,3.098296267198152
0.15,3.097996422408997
0.152,3.097677281735718
0.154,3.097337801405314
0.156,3.0969881562576433
0.158,3.096584431992272
0.16,3.0962114081116536
0.162,3.0957681302282545
0.164,3.0953369070262173
0.166,3.0948600007287235
0.168,3.094351926607602
0.17,3.0938248839513642
0.172,3.093244108162716
0.174,3.092669305856204
0.176,3.0920550199914367
0.178,3.0914243487270534
0.18,3.090736626596329
0.182,3.090016031151987
0.184,3.0892224842889537
0.186,3.0884449168238954
0.188,3.0875746191813493
0.19,3.0866535427968755
0.192,3.0856702694251044
0.194,3.0846485424337766
0.196,3.0835375150941635
0.198,3.0823882879366606
0.2,3.0811593403306206
0.202,3.079871856258143
0.204,3.078496874774455
0.206,3.077049978584623
0.208,3.075528786740786
0.21,3.0738877964575217
0.212,3.07221179646203
0.214,3.0704585243604243
0.216,3.0686202902695574
0.218,3.066702428231702
0.22,3.0647007285558048
0.222,3.0626062940058203
0.224,3.060456926919656
0.226,3.058226339030618
0.228,3.055952291378394
0.23,3.0535734798537977
0.232,3.05109721728548
0.234,3.0485745983937345
0.236,3.0459966148814064
0.238,3.043326875355591
0.24,3.0405711773155786
0.242,3.0377529037504623
0.244,3.0348747810854175
0.246,3.031924446282434
0.248,3.0288706599359982
0.25,3.025739296138142
0.252,3.0225610361640527
0.254,3.019253183632663
0.256,3.015868952808638
0.258,3.012393452106597
0.26,3.0088586588745567
0.262,3.0051804650220575
0.264,3.001438861478744
0.266,2.9975882697045155
0.268,2.993666994557275
0.27,2.9896008571944845
0.272,2.9855147764532277
0.274,2.9812937135572612
0.276,2.9769915088357024
0.278,2.972621685121006
0.28,2.9681730336557925
0.282,2.9636152805262146
0.284,2.95905666964285
0.286,2.9543947059362354
0.288,2.949712249868045
0.29,2.9449758735529863
0.292,2.940228967542518
0.294,2.9354700848744533
0.296,2.930667725776049
0.298,2.92589913327045
0.3,2.92113515305487
0.302,2.9164271246881555
0.304,2.911740250139515
0.306,2.9071429142840763
0.308,2.902577967161856
0.31,2.8981039533490174
0.312,2.893741794183
0.314,2.88945230776031
0.316,2.8852442503959077
0.318,2.8812317733931825
0.32,2.8772562012678433
0.322,2.8734134965214726
0.324,2.869702875774656
0.326,2.8661003487799093
0.328,2.8626278847122255
0.33,2.859241471233732
0.332,2.855978516190241
0.334,2.852838532738413
0.336,2.8497606491149954
0.338,2.8467902963471325
0.34,2.843890579030137
0.342,2.8410423325000385
0.344,2.838284121175055
0.346,2.835542252754335
0.348,2.832809543705406
0.35,2.8301230707817586
0.352,2.8274192494667596
0.354,2.824733154786679
0.356,2.822013679293463
0.358,2.819282224392238
0.36,2.8165401207637446
0.362,2.8137113211021534
0.364,2.8108348781903025
0.366,2.8079394346528748
0.368,2.8049513250893225
0.37,2.8018850775858324
0.372,2.798768537341693
0.374,2.7955836079078167
0.376,2.7922934797875056
0.378,2.7889766264347564
0.38,2.7855816705187424
0.382,2.782115288401099
0.384,2.7785834760858075
0.386,2.775011654977491
0.388,2.7713560158186166
0.39,2.76769677537261
0.392,2.764002549802497
0.394,2.760275509718215
0.396,2.7565350815118563
0.398,2.752782086702961
0.4,2.749009570633022
0.402,2.7452536439452055
0.404,2.741523199013682
0.406,2.737801824179005
0.408,2.734125182086388
0.41,2.7304669964541195
0.412,2.7268548359973535
0.414,2.723324240435816
0.416,2.7198219067152403
0.418,2.7164314933970606
0.42,2.7130670869834805
0.422,2.709817000763518
0.424,2.706651909299292
0.426,2.7036132311455634
0.428,2.7006619943929
0.43,2.6978158864579025
0.432,2.6951276371654695
0.434,2.6925168866905995
0.436,2.690053401386163
0.438,2.6877549148641675
0.44,2.6855757807773455
0.442,2.6835308518151253
0.444,2.6816618469165077
0.446,2.6799364225607194
