Time [s],Flexion(-)/extension(+),Radial(+)/ulnar(-) deviation
0.0,0.48687770521836227,1.2019987656552038
0.002,0.4868281790084151,1.2028569980385364
0.004,0.48682056841185745,1.2035772025187077
0.006,0.4868288227784744,1.2043451329806736
0.008,0.4868065130423692,1.2051416863125868
0.01,0.48678468939279895,1.205993676674162
0.012,0.48678326430252106,1.2068923684901451
0.014,0.48678830547914714,1.2078505832542428
0.016,0.48678933241886146,1.2088389575665506
0.018,0.48682542789519606,1.2098670968456002
0.02,0.4868260821321256,1.2109889310606028
0.022,0.4868598595224244,1.2121180718363918
0.024,0.4868946156134183,1.213292842867504
0.026,0.4869402216217708,1.2145347007034901
0.028,0.48698760205177166,1.2157964032732076
0.03,0.4870440799331257,1.2171338555841553
0.032,0.48708832869542384,1.2184809948402664
0.034,0.4871623486380718,1.2198992535817137
0.036,0.4872558560725394,1.2213050897136664
0.038,0.48735036637860646,1.2227681329273583
0.04,0.4873907370218926,1.2242887282323167
0.042,0.4875152101213797,1.2257740127240815
0.044,0.48756678343791593,1.2273450691099994
0.046,0.48769839400971204,1.228902973269992
0.048,0.487769868746684,1.230453895618096
0.05,0.48787826687527497,1.2320331950869845
0.052,0.48796783240154845,1.2336155348619549
0.054,0.48804348872529785,1.2352305228572928
0.056,0.4881231452508572,1.2368628470880907
0.058,0.48820561861948986,1.238505571540008
0.06,0.4882863243158485,1.240131890067674
0.062,0.4883358674812291,1.2417453837072931
0.064,0.4883983864491987,1.2433594803809869
0.066,0.48844526584077563,1.244996816566695
0.068,0.48848606499669,1.2466161568487717
0.07,0.48849633467215536,1.2482207871478541
0.072,0.4885071549485922,1.2498261135660675
0.074,0.48849174380910204,1.2514565221534237
0.076,0.4885092410726829,1.2530464716766865
0.078,0.4885157890210185,1.2546585955367358
0.08,0.488467895779595,1.256266271383114
0.082,0.4884504992867546,1.2578830469294835
0.084,0.48840421046622706,1.2594710948065044
0.086,0.48838374229076575,1.2610675256179966
0.088,0.48831203844903165,1.2626862256728768
0.09,0.48827099188297773,1.2642759872096232
0.092,0.4882230791009417,1.2658727261974045
0.094,0.4881815633563805,1.2674778549206551
0.096,0.4881364903391902,1.269092269060464
0.098,0.4880512966860778,1.2706994319716332
0.1,0.48800876420324957,1.2723251841762213
0.102,0.48799151511634364,1.2739390722197335
0.104,0.4879385838229391,1.2755640029156512
0.106,0.48793547459400016,1.2771830051580597
0.108,0.48788272992605997,1.2788150692899203
0.11,0.48788782002452225,1.280482359928985
0.112,0.4878632742421634,1.2821255295232432
0.114,0.48785472757662357,1.2838055259675247
0.116,0.48787960593225277,1.2854864229752418
0.118,0.4878847967692809,1.2872090958597944
0.12,0.4879221447318323,1.288908112398643
0.122,0.4879576972826425,1.2906867085911429
0.124,0.48799052018699934,1.2924254024353785
0.126,0.48802091936021685,1.294221353719345
0.128,0.48806970294245544,1.2960454971507485
0.13,0.48813885705326754,1.2978759681053986
0.132,0.48820276682210445,1.2997239411557922
0.134,0.48825079129902427,1.301609598258367
0.136,0.48829632940357487,1.3035385621739677
0.138,0.488354809251242,1.305463503475775
0.14,0.48839686230899515,1.3074454478831607
0.142,0.4884428527186168,1.309445866011192
0.144,0.4884970549420736,1.3114667969332532
0.146,0.48848876171037664,1.3135198824544596
0.148,0.48849820205775046,1.3156088501509788
0.15,0.4884947207504873,1.3177274464195052
0.152,0.4885022517643342,1.31985516289931
0.154,0.488458368176088,1.322005471706933
0.156,0.48842719285858294,1.3241875408021933
0.158,0.4883764169662375,1.3263760902080024
0.16,0.48828977372332605,1.3286048712214849
0.162,0.48820979933629044,1.330794940462117
0.164,0.4881261919475158,1.3330236391616943
0.166,0.4880391799092828,1.3352689952453816
0.168,0.4879437889295692,1.3375004710590819
0.17,0.4878311818436013,1.3397155538996475
0.172,0.4877049603324767,1.3419345072569655
0.174,0.4875909382987064,1.3441596360207082
0.176,0.48749013218742643,1.3463438826657703
0.178,0.48737211733750097,1.3485183164619539
0.18,0.48729427562858457,1.3506706374919242
0.182,0.4871989827576632,1.3527641207895367
0.184,0.4871403862820995,1.3548429845347896
0.186,0.48708023736803135,1.356903417288321
0.188,0.4870584916629486,1.3588883822438713
0.19,0.48705693038061193,1.360842087297494
0.192,0.48705065893546934,1.3627692248502838
0.194,0.48708921562109875,1.3646412507850283
0.196,0.48716356472375455,1.3664485695371438
0.198,0.4872979317293947,1.3682257976744008
0.2,0.4874308032503477,1.3699413456042664
0.202,0.4875713874085015,1.3716098534296102
0.204,0.4877672520421957,1.373213245847665
0.206,0.48799606388393896,1.374771017644484
0.208,0.4882438233339571,1.37628033687872
0.21,0.48853039826932293,1.3777734450008807
0.212,0.48881601519524776,1.3792125124728463
0.214,0.48914752259422484,1.3805741097255833
0.216,0.489514424810459,1.3819262493904756
0.218,0.4898272212189235,1.3832398438580702
0.22,0.4902157471238248,1.3845366781577109
0.222,0.4905850845846641,1.3857777073517044
0.224,0.49098289470776807,1.3869963632789126
0.226,0.49134268553329197,1.388173944532668
0.228,0.49170962772829074,1.3893600989451664
0.23,0.49208257402096667,1.390501798787587
0.232,0.4924342928117762,1.3916424860520904
0.234,0.4927625940608758,1.3927722471670259
0.236,0.49308261317637264,1.3938744556605243
0.238,0.4933529943331501,1.3949839461922589
0.24,0.4936168525328457,1.396109959460005
0.242,0.49383332091695364,1.3972168757270498
0.244,0.49400096962342244,1.398313709960009
0.246,0.49413822044413197,1.3994568746426495
0.248,0.4942337011467191,1.4005785586207664
0.25,0.4942641620891479,1.401711086231653
0.252,0.49428616652675816,1.4028632938399477
