Time [s],Plantarflexion(+)/dorsiflexion(-),Supination(-)/pronation(+)
0.0,3.614622928120639,-6.358965184389946
0.002,3.6143235779698415,-6.358676415246409
0.004,3.6133140793894647,-6.358694013893825
0.006,3.612255317201141,-6.358706564978498
0.008,3.611180612780134,-6.358728463692592
0.01,3.610072469316304,-6.358733823740044
0.012,3.608904670469327,-6.358746312274552
0.014,3.6077495158712622,-6.358748616673177
0.016,3.6065511572259337,-6.358759078105248
0.018,3.6053934531199126,-6.358749149507027
0.02,3.604153661354507,-6.3587438234963995
0.022,3.6029883619994507,-6.358720848052951
0.024,3.6017751954097506,-6.358711245206899
0.026,3.6006277125703314,-6.358693909097514
0.028,3.5995033165663783,-6.358662868168511
0.03,3.59839136861722,-6.358635488547423
0.032,3.5973769031042506,-6.358587096908707
0.034,3.59641182167758,-6.358530466960594
0.036,3.5955033128945564,-6.358494841051997
0.038,3.5947153190984995,-6.358421944814547
0.04,3.5939625657783068,-6.358364399291616
0.042,3.5933319970925224,-6.358305300134754
0.044,3.5928193406944775,-6.358232819359439
0.046,3.592399532208482,-6.3581501165683845
0.048,3.5920937341241377,-6.358083383556715
0.05,3.591918722867272,-6.358010112817752
0.052,3.591890199474063,-6.357951276780204
0.054,3.591971442605349,-6.357894532817693
0.056,3.5921596853517537,-6.357851931662029
0.058,3.5924563403950858,-6.357843276932272
0.06,3.592890410200145,-6.357847872807481
0.062,3.5934401311740314,-6.3579024831191875
0.064,3.5941349022692353,-6.357994290927496
0.066,3.5949310136118036,-6.358103348142291
0.068,3.5958660102634745,-6.358264642664156
0.07,3.5969053103892388,-6.358500332807568
0.072,3.598040311469219,-6.358798215179813
0.074,3.599271908338347,-6.359167921328929
0.076,3.6005899585696164,-6.359633053313598
0.078,3.6019832957805593,-6.360175675583496
0.08,3.603473683897543,-6.360832670953308
0.082,3.605003589815938,-6.361592251826835
0.084,3.606620800291983,-6.362447752537214
0.086,3.6082870321389966,-6.363418685094664
0.088,3.610012825605355,-6.364533593610523
0.09,3.611746684350934,-6.365765584385015
0.092,3.6135528465423983,-6.367102373983555
0.094,3.615401767808068,-6.368578395755821
0.096,3.617251177288865,-6.370168398192185
0.098,3.6191654553923724,-6.371885580099665
0.1,3.621116587772274,-6.3737186738348806
0.102,3.623094038846788,-6.375649465626765
0.104,3.625095995835761,-6.377700110884261
0.106,3.6271575261481455,-6.379826596037196
0.108,3.629274433182793,-6.382041846990147
0.11,3.631408046656551,-6.384306238148903
0.112,3.6336292988668144,-6.386626633982516
0.114,3.635896947908063,-6.388973264649882
0.116,3.638215439516851,-6.391351049568843
0.118,3.6406212826786493,-6.393720594797489
0.12,3.643074741751547,-6.396057624068531
0.122,3.645631399371445,-6.398355346094369
0.124,3.648209352275714,-6.400627216780182
