Time [s],Flexion(-)/extension(+),Supination(+)/pronation(-)
0.0,20.21356040049011,49.083299061865766
0.002,20.21336187855695,49.08388562571954
0.004,20.21318138785121,49.0845015543468
0.006,20.212977010310528,49.08515476310296
0.008,20.212766498495306,49.08585719717211
0.01,20.21253995262118,49.08659172477878
0.012,20.212319611643238,49.08736895589207
0.014,20.21207332565087,49.088182862415735
0.016,20.211823944041342,49.089041653302104
0.018,20.21157402893617,49.0899539784365
0.02,20.211319493462362,49.09091646717035
0.022,20.211038757756903,49.091899256605636
0.024,20.21077926441342,49.092928639163254
0.026,20.21049064090302,49.094011497939675
0.028,20.210202412019285,49.0951014713796
0.03,20.209926492925135,49.0962689107721
0.032,20.20964112297568,49.09743334459664
0.034,20.20935662782327,49.098644547660655
0.036,20.209064302935165,49.099868301657764
0.038,20.208794841778097,49.10112072498843
0.04,20.20850549064144,49.10235632690677
0.042,20.20824411382261,49.103634991606924
0.044,20.207996826181862,49.10490099166283
0.046,20.20775217269496,49.10618183338923
0.048,20.20750230486417,49.10741801871778
0.05,20.207281029602857,49.10867568387938
0.052,20.207066749247577,49.109903355108514
0.054,20.20686858717464,49.11110318264983
0.056,20.206697558996968,49.11230459898014
0.058,20.20650950575875,49.11348803948987
0.06,20.20635373024488,49.11460509461505
0.062,20.206215581149216,49.11569861598882
0.064,20.20608176850128,49.116757492341605
0.066,20.205981467441525,49.11772929161553
0.068,20.20588528945738,49.11864759318238
0.07,20.20581773774059,49.11954729710122
0.072,20.205773026796795,49.120360751876326
0.074,20.20572198532761,49.12112931615699
0.076,20.205674081308423,49.12181540337459
0.078,20.205647476915743,49.12246543984039
0.08,20.205648831639678,49.12300800163522
0.082,20.205669888775915,49.123499398811255
0.084,20.205681625178602,49.123901917499595
0.086,20.205718703687364,49.12422874410843
0.088,20.205765501529335,49.124502837379175
0.09,20.20582597970601,49.124672705900814
0.092,20.205892852939524,49.124772444958914
0.094,20.20597198532778,49.124769964404365
0.096,20.20607436935616,49.12470123264723
0.098,20.20616600245396,49.12456231943603
0.1,20.20629985109542,49.124320485148885
0.102,20.206432930526493,49.12400975051365
0.104,20.206582243351605,49.12361631883122
0.106,20.206739866548798,49.123160310305195
0.108,20.206937653319333,49.12260766794598
0.11,20.207115235243762,49.12197009984478
0.112,20.207326022377828,49.12128647890691
0.114,20.207540903341197,49.12053672283995
0.116,20.207782634572613,49.11972284345689
0.118,20.208039878602534,49.11884705229839
0.12,20.208313780842925,49.117918441536204
0.122,20.208615760474334,49.116944646720285
0.124,20.208903172758557,49.11591581899584
0.126,20.209240178667486,49.11482676952637
0.128,20.209578300505637,49.11373694295656
0.13,20.209941510086413,49.11258354359362
0.132,20.210318491950044,49.11142118398699
0.134,20.210715780909517,49.11021025573238
0.136,20.211133494653737,49.10899148356694
0.138,20.211579686445912,49.10773376635202
0.14,20.212018408130643,49.106459773991425
0.142,20.212500224041783,49.10516322443669
0.144,20.213012348255486,49.10386823314622
0.146,20.213540758348007,49.10257300211544
0.148,20.21408726186067,49.10123493521038
0.15,20.2146383944233,49.09990758646386
0.152,20.215219569469728,49.09855742691922
0.154,20.215832861608998,49.09721061070168
0.156,20.2164534911304,49.09585446843727
0.158,20.217089908862103,49.0944880922821
0.16,20.21774244112801,49.093112627447624
0.162,20.218402181326702,49.09175876957604
0.164,20.219117348220546,49.09035030309812
0.166,20.219820280411735,49.08897022796482
0.168,20.22053366018829,49.087591886728156
0.17,20.221257413774442,49.08622869645353
0.172,20.22196744765122,49.0848064555108
0.174,20.22270214586271,49.0834168906013
0.176,20.223425637843444,49.082031665501695
0.178,20.22415736858639,49.080631165655994
0.18,20.22488483296267,49.079243704090736
0.182,20.225611216593464,49.077851450837976
0.184,20.22632405214746,49.07645057267352
0.186,20.22701866796081,49.07508973092235
0.188,20.22770850688697,49.0737019155178
0.19,20.228407539863117,49.072327117086715
0.192,20.22907828711432,49.070982679897824
0.194,20.229737318161508,49.06962974634154
0.196,20.230357519262032,49.068324103550076
0.198,20.230982200369496,49.06700028460767
0.2,20.231558438283027,49.065715548978844
0.202,20.232154963993224,49.06445752582174
0.204,20.23269563735328,49.06319262367091
0.206,20.23324168492315,49.061968903195186
0.208,20.23376317937673,49.06079890481287
0.21,20.23423048037843,49.059618360295374
0.212,20.234703634234563,49.058467613392764
0.214,20.235130558749532,49.05738589708901
0.216,20.23558456303151,49.05631137947031
0.218,20.235994387544,49.05525175958032
0.22,20.236376183842744,49.05425422025367
0.222,20.23674802606785,49.053282723432204
0.224,20.23711244718385,49.05233938823484
0.226,20.237436463007874,49.051422383428324
0.228,20.237756707991828,49.050551753763244
0.23,20.238072337550747,49.049684270020514
0.232,20.238366443921695,49.04887772257746
0.234,20.23865786569671,49.04808327301314
0.236,20.23894868835008,49.047307773219984
0.238,20.23923375292071,49.04657661255628
0.24,20.239521086256367,49.04585833860917
0.242,20.2397829674532,49.0451634637386
0.244,20.240068431205348,49.04447046172249
0.246,20.240336749306888,49.04381521594092
0.248,20.240632868623756,49.04315877075676
0.25,20.240926819674605,49.04253119524514
0.252,20.24123914460966,49.04188268918126
0.254,20.241562177555082,49.04126951376175
0.256,20.241898977146082,49.04065612350429
0.258,20.242253732209566,49.04004657997337
0.26,20.242635927239764,49.03943246440356
0.262,20.243020119165653,49.03883667690873
0.264,20.243440588862484,49.038220871502055
0.266,20.243882070981932,49.0376045715854
0.268,20.24433966484375,49.03698009131149
0.27,20.244824797966327,49.0363729891161
0.272,20.24534225769321,49.03575515263836
0.274,20.245866169062587,49.03512712133494
0.276,20.246430434415476,49.03446771812136
0.278,20.246999678252916,49.03384515322659
0.28,20.247592691174226,49.0332126804835
0.282,20.248225899645785,49.032548674775576
0.284,20.24886684750774,49.03188241600135
0.286,20.249513558604292,49.03120331821738
0.288,20.250191064623706,49.030517317958555
0.29,20.250862396707998,49.02982068013355
0.292,20.251549833464676,49.02911445075141
0.294,20.252250771938883,49.028395621784455
0.296,20.252981112027122,49.027665643168184
0.298,20.253706328599435,49.026905963377736
0.3,20.254430063559493,49.026151002699386
0.302,20.255161450580005,49.025381317604456
0.304,20.255888929942028,49.02460579322211
0.306,20.256628363514164,49.02378710746074
0.308,20.257351435640906,49.0229691799596
0.31,20.258072911213247,49.022151804834245
0.312,20.25881001345611,49.02133854109699
0.314,20.25952095352257,49.020500971872806
0.316,20.260238451201378,49.01966239462955
0.318,20.26094305704955,49.0188258085505
0.32,20.261635335530126,49.01797372250799
0.322,20.26233262456501,49.01713097962325
0.324,20.26302029603125,49.0163090602774
0.326,20.263715663319818,49.01550634834132
0.328,20.264371209097686,49.014715197729316
0.33,20.265022266544236,49.01395409379753
0.332,20.265671200324615,49.01321818456355
0.334,20.266311907970948,49.012531159394136
0.336,20.266929071746453,49.011884481583785
0.338,20.267558997547486,49.01126409084299
0.34,20.26816867228329,49.01069901927616
0.342,20.2687549688895,49.010210369101074
0.344,20.269328004691946,49.00975894865854
0.346,20.269891376555243,49.009376870111204
0.348,20.270406806557393,49.00906378828177
0.35,20.270922410380667,49.008829685317366
0.352,20.271418959092056,49.00867404959652
0.354,20.271898418647776,49.00856033742045
0.356,20.272358936698453,49.008539559113025
0.358,20.27275719907404,49.008571638887105
0.36,20.273147878109363,49.00869898697669
0.362,20.273496303168194,49.00890153701535
0.364,20.27381963609654,49.00915623301378
0.366,20.274092881085007,49.00946759987865
0.368,20.274335160858666,49.00983533439025
0.37,20.27453754145823,49.01027379132998
0.372,20.274692006120915,49.01074994284595
0.374,20.27481884384476,49.01126457114802
0.376,20.274873036427387,49.01181395310997
0.378,20.27491519162206,49.01239691776632
0.38,20.274894573302966,49.0129804080138
0.382,20.27484923214833,49.01356659232752
0.384,20.27472276372622,49.01416944388483
0.386,20.274572078752005,49.01476894860455
0.388,20.27436667450078,49.01533563950272
0.39,20.274139668918224,49.0158868975952
0.392,20.273855302660493,49.016411845561464
0.394,20.273535143044576,49.01690744289888
0.396,20.273200823156984,49.01734839443017
0.398,20.272806924993922,49.0177417570477
0.4,20.272404707058016,49.018058405465105
0.402,20.27196975883885,49.01833024729687
0.404,20.271508982969277,49.018524416930624
0.406,20.271021963330405,49.01866282626981
0.408,20.27053457048355,49.01872913896834
0.41,20.270039108507405,49.01869581153464
0.412,20.269549546675826,49.01858393480054
0.414,20.269056741312248,49.01839244725871
0.416,20.268552767557527,49.01811792261867
0.418,20.268048580314762,49.0178013548487
0.42,20.267580751232416,49.0173498637854
0.422,20.26711873701105,49.01687039522768
0.424,20.266671345743593,49.016300996121025
0.426,20.266258403873888,49.015645560564614
0.428,20.265857836059627,49.01494870343101
0.43,20.26550366089313,49.0141683633429
0.432,20.26516990246224,49.01334448373542
0.434,20.26487144249794,49.01247572731723
0.436,20.264636976221503,49.01155056433923
0.438,20.264415797216117,49.010604031519684
0.44,20.264257704813513,49.009630237426975
0.442,20.264112654551973,49.0086149955013
0.444,20.26404461696548,49.00757707535843
0.446,20.26400483158243,49.00654250955359
0.448,20.264003792279567,49.00548048866331
0.45,20.264062557300154,49.00443299482593
0.452,20.26418757906027,49.00335261625285
0.454,20.264332423931524,49.00229440918076
0.456,20.264538594726176,49.00127240438553
0.458,20.26475989410899,49.00021876210578
0.46,20.265027536074907,48.99918804913158
0.462,20.265390446028142,48.99815768330475
0.464,20.265756349500382,48.99715574108482
0.466,20.26615670586196,48.99616297286031
0.468,20.266600582906946,48.99516990524856
0.47,20.267093799359664,48.994168422032516
0.472,20.267595680410825,48.99320146223929
0.474,20.268120604253276,48.99221508024749
0.476,20.268691253728942,48.99123165711728
0.478,20.26929596210364,48.990237947317176
0.48,20.269900960360374,48.98924881846263
0.482,20.270549755391414,48.988235278402
0.484,20.27117111833874,48.987222968768556
0.486,20.27186774542265,48.98615495141478
0.488,20.272558009487316,48.98509335214553
0.49,20.27324360618876,48.98398419071893
0.492,20.273969566142686,48.982880808870455
0.494,20.274708489924667,48.98170735583726
0.496,20.275458483548633,48.980501838578476
0.498,20.276233553108646,48.97928347149914
0.5,20.277004234836323,48.978018773758734
0.502,20.277780166000003,48.97671540364975
0.504,20.2786064974292,48.97536383578507
0.506,20.279439006410026,48.97398149263441
0.508,20.28027335468798,48.97255149954229
0.51,20.281144512603976,48.97111371316934
0.512,20.282045833612703,48.96962903317132
0.514,20.282950314919926,48.968114649652975
0.516,20.283899976763976,48.96656621708613
0.518,20.284870068837424,48.96498904479612
0.52,20.28585545158487,48.963400091985974
0.522,20.286908749285068,48.96178693096404
0.524,20.287965155858277,48.960163518057435
0.526,20.289054097197177,48.95854997171396
0.528,20.290214811201785,48.956939791334854
0.53,20.29136995009304,48.95532711988696
0.532,20.292572014281248,48.95372619688012
0.534,20.293839926129017,48.95216016560466
0.536,20.29511242078293,48.95062617049699
0.538,20.29645399744521,48.94910811635837
0.54,20.29781593332268,48.94764867560851
0.542,20.29924049906615,48.94625095510658
