Time [s],Plantarflexion(+)/dorsiflexion(-),Supination(-)/pronation(+)
0.0,-0.7873004429731485,3.480138696822314
0.05,-0.7858742422410772,3.4689065622644484
0.1,-0.7464638580700693,3.4016025160187513
0.15,-0.7046888914523673,3.3816152553636236
0.2,-0.6098441168670167,3.351229725623412
0.25,-0.45473457301391706,3.2857756951444115
0.3,-0.46664678962065703,3.280613124321109
0.35,-0.4999844951070595,3.286222163464066
0.4,-0.5061987031239564,3.32259632797706
0.45,-0.5260241604289122,3.3568403169124723
0.5,-0.591904485783501,3.374893295426781
0.55,-0.7068609499596585,3.370977891500531
0.6,-0.7473454815969055,3.3109805742263583
0.65,-0.7993915510561385,3.3104660660344507
0.7,-0.8355811809573455,3.2963827494164195
0.75,-0.821911288970544,3.2483745037182308
0.8,-0.7977779922508058,3.1954814870824233
0.85,-0.8545383920733522,3.2123880140738192
0.9,-0.8684541544845259,3.2339454896625575
0.95,-0.8299156392577315,3.221416954902488
1.0,-0.8247757000434048,3.216572728974963
1.05,-0.8291769546620356,3.2910481060866688
1.1,-0.7925459756118977,3.3810774286133114
1.15,-0.7374240709721492,3.4154316209902045
1.2,-0.7078680245107032,3.4636838718118517
1.25,-0.661666887392575,3.528248073133737
1.3,-0.6829125581874633,3.591686019823763
1.35,-0.7212633771334833,3.675988093984383
1.4,-0.6889425339320283,3.680696129625738
1.45,-0.6515322658718017,3.6137775872223914
1.5,-0.6114923943074825,3.6166382983599314
1.55,-0.5849156480023731,3.6380767234742324
1.6,-0.5387298649553306,3.629319950322167
1.65,-0.509200529660633,3.658708100696168
1.7,-0.44711835703144004,3.6353432476236427
1.75,-0.5758614405948509,3.594941953413774
1.8,-0.6691797828362507,3.5326607982525178
1.85,-0.652312028931146,3.4964207337098845
1.9,-0.7650584947871879,3.534044220243533
1.95,-0.7716374325285643,3.6728982609221337
2.0,-0.7145898353684135,3.8294724554329487
2.05,-0.8290748071668161,3.4607248131122175
2.1,-1.2394363077982338,2.9131948027148384
2.15,-1.5971854196469895,2.65122623898069
2.2,-1.8021133874618855,2.5901443749974065
2.25,-1.46049439147056,2.4091667801386185
2.3,-1.1507757709958173,2.4899380857210347
2.35,-1.324235275469792,2.6534961691809413
2.4,-1.7353302439033276,2.516620836823438
2.45,-2.2887888210656184,2.4491785980569993
2.5,-3.1051507789349424,2.582343135359029
2.55,-4.057764268316148,2.945443411674907
2.6,-5.520181772548393,3.527683923974993
2.65,-8.119757781507802,4.056944169596528
2.7,-10.688207025680521,3.577984228056571
2.75,-13.146462156573795,2.562603402384306
2.8,-15.243571950738003,1.2140176630774697
2.85,-17.03050342640612,0.047223425669972514
2.9,-17.831990003326247,-0.587205905817683
2.95,-17.44084509923341,-1.9740407040874268
3.0,-16.18648684400212,-3.826133054627127
3.05,-15.594915685100462,-6.36652405507812
3.1,-15.460287356893815,-9.588118927210587
3.15,-14.896799315653613,-13.057841971504816
3.2,-14.620213718447468,-14.706708362281596
3.25,-14.381352867785619,-16.84137160899665
3.3,-14.154525583836845,-18.22126344939478
3.35,-13.933560176316186,-18.581492605326186
3.4,-13.804315800904398,-18.603911882635124
3.45,-13.830420539907443,-18.230823044856727
3.5,-13.731626954329712,-17.919943755897357
3.55,-13.599728875069717,-17.996290106043176
3.6,-13.665580502254565,-18.284746521286518
3.65,-13.951281576149563,-18.655117061084034
3.7,-14.630604569444277,-19.025804122241205
3.75,-15.542297418453902,-19.189910619087645
3.8,-16.410555271723403,-19.25474681699843
3.85,-17.25471854544151,-19.12762667882224
3.9,-18.40659611597104,-18.81897806796642
3.95,-19.557810740669854,-18.081544710446142
4.0,-20.961035745332698,-17.32338041259586
4.05,-22.34544354145513,-16.600861694945866
4.1,-23.944427628428475,-15.451013687823973
4.15,-25.237728987561205,-14.120526363345983
4.2,-26.078616727871395,-12.218893580397241
4.25,-25.92019983675713,-10.552274698078245
4.3,-23.80887550186426,-8.229968986203458
4.35,-20.423734359096915,-6.0893802289795955
4.4,-17.161840616019067,-4.412360289092555
4.45,-14.142237597569395,-2.5041666329636914
4.5,-11.692200164017441,-0.8599805299401734
4.55,-10.193483197393226,0.022631577341384452
4.6,-9.432914682277998,0.5627941520003821
4.65,-9.211286498184805,1.4752024395330134
4.7,-9.337643812089162,2.327270285192056
4.75,-9.06973784717912,2.896596095637577
4.8,-8.838829477058676,3.4517119957118654
4.85,-8.851908916631196,3.6799495841761374
4.9,-8.811176595343527,3.660108583539562
4.95,-8.805936350554179,3.9117854339403784
5.0,-9.127262532616054,4.262363162769591
5.05,-9.194402435063504,4.256193422445233
5.1,-8.596809545759799,4.330658350580412
5.15,-7.743853261809975,4.318473877660759
5.2,-6.795248541600119,4.207075589354574
5.25,-5.559737043008629,3.9515177893004685
5.3,-4.0981315850880815,3.874956076388231
5.35,-2.5588493931078116,3.992772634444484
5.4,-0.9712545285316759,4.272553922878314
5.45,0.6792869683927466,4.537825010805761
5.5,2.0695869098266413,4.967079436796924
5.55,3.122675223825855,5.390936604053768
5.6,3.9560081413970973,5.585177363032752
5.65,4.274884076560656,5.995739729291216
5.7,4.300854578648876,6.542219923138705
5.75,4.18229914956275,6.656697620923297
5.8,3.7943807923733157,6.935012402087852
5.85,3.035268692996349,7.557262195286965
5.9,2.403764526891263,7.770785987438802
5.95,2.303207846424673,7.862875045673328
6.0,2.3894561558419465,7.8259385694062225
6.05,2.2116660620684914,7.629276803472324
6.1,1.6314171882357178,7.364521648030006
6.15,0.9071217866991825,7.296361898831605
6.2,0.16508401643764384,7.149502364717028
6.25,-0.6053235672977784,6.853665140013579
6.3,-1.525348102743453,6.586673297230089
6.35,-2.6166814063268142,6.045167560818533
6.4,-3.5859734709078785,5.382305616458942
6.45,-4.51223436292912,5.034360334238283
6.5,-5.517663960701619,5.09851869119373
6.55,-6.369586098008788,5.394915465162158
6.6,-6.797243987373217,5.621944214446119
6.65,-7.496144291880096,4.833430526504199
6.7,-8.671174490640295,2.7031826167714166
6.75,-10.758881651415708,0.7757548615944433
6.8,-13.147481238105135,-0.4793661103307259
6.85,-15.30802012454312,-2.8333641019790985
6.9,-18.56254088202062,-5.31294873867548
6.95,-21.092708639417257,-6.795120578397553
7.0,-21.385544292083235,-7.861604269704162
7.05,-21.36815474326637,-8.338212420064616
7.1,-20.33072461065251,-8.637614595874881
7.15,-19.100039965530478,-8.730165091516552
7.2,-18.079671806469705,-8.50066866973399
7.25,-17.6261920261339,-8.17994482661454
7.3,-17.60968273589889,-7.961083757302174
7.35,-17.849469367448748,-7.304320862364605
7.4,-17.922416484292746,-6.246853645402158
7.45,-17.297694817610832,-5.08129235471962
7.5,-15.651306296687984,-3.6858987843922657
7.55,-13.329983705992895,-1.8541306244524203
7.6,-10.288561264623723,0.245773146337214
7.65,-6.471619337606519,2.50734408340612
7.7,-2.348349118975025,4.835318525495463
7.75,0.08688102259328404,7.097840400444709
7.8,0.902090365401755,8.144300889991372
7.85,2.980016680712862,8.576442869713516
7.9,6.689001889624068,6.287864397810925
7.95,11.727578017873707,4.062282251765353
8.0,14.100086580627709,4.643951200709865
8.05,16.105080178236328,3.540873973351694
8.1,15.127172801766482,2.4342998636983926
8.15,15.01264922779942,2.9642091947952323
8.2,14.709616202038346,4.065504180446565
8.25,14.36711303054927,3.9036656445918827
8.3,14.36494590508907,3.571001771837459
8.35,14.616384076545067,3.6445416447483234
8.4,15.038723549237238,3.5417147316800848
8.45,15.412438804497874,3.3431078492716244
8.5,15.542418783874284,3.417431645645595
8.55,15.498635975356615,3.4276646332767364
8.6,15.446981603735077,3.4666202480489567
8.65,15.393712047515361,3.5477096272602258
8.7,15.283788100246568,3.654356759392319
8.75,15.203332478740455,3.772654361471998
8.8,15.18352020383434,4.02214473110085
8.85,15.22673782599569,4.33177762527586
8.9,15.415165166463208,4.476816844099531
8.95,15.494208428604754,4.615114557206105
9.0,15.400477355896776,4.678346611604406
9.05,15.184370805381544,4.750635903269431
9.1,15.023843302304225,4.84526749045324
9.15,14.906645033653245,4.914196074025056
9.2,14.778231847942438,4.9996426184138
9.25,14.608788361389308,5.132196297616375
9.3,14.451892348647988,5.214483234718725
9.35,14.336961836138038,5.357971106185262
9.4,14.30390371170236,5.5035374928895715
9.45,14.284609866909895,5.600262452411327
9.5,14.370130438860297,5.636079011118135
9.55,14.551654283992216,5.672662512808884
9.6,14.724559442714646,5.655285270993597
9.65,14.73599088766993,5.7151874838120555
9.7,14.60890562041299,5.802279388614961
9.75,14.312236710573982,5.762786426345294
9.8,13.921325104818086,5.746451531479524
9.85,13.518410701187976,5.713298277387043
9.9,13.040850354168278,5.6943978087801215
9.95,12.453333134182552,5.645618972527788
10.0,11.73081493380479,5.671168624261881
10.05,10.972995918302189,5.76853224044468
10.1,10.206640529370281,5.829850666248441
10.15,9.476470269303654,5.9737945398433885
10.2,8.831739554925296,6.215874386263266
10.25,8.210612574147477,6.046356097654456
10.3,7.285260512434188,5.521205796495857
10.35,6.128070536011291,5.028301105124581
10.4,4.561894446559608,4.5343979156092775
10.45,2.346607172950026,4.022725251531094
10.5,-0.40394081074418103,3.2807416333518193
10.55,-3.509184501610942,1.7892218347831952
10.6,-6.861728679482209,-0.7026579525407514
10.65,-9.74221667122562,-3.25528791116501
10.7,-11.506012152937858,-5.538957860062618
10.75,-12.73134220944658,-6.567575707480403
