Time [s],Acc_x [m/s^2],Acc_y [m/s^2],Acc_z [m/s^2],Gyro_x [1/s],Gyro_y [1/s],Gyro_z [1/s]
0.0,0.0009201620705425739,0.1556081920862198,-0.00859544426202774,-0.016654783859848976,-0.009536749683320522,-0.0017793594161048532
0.05,0.0017342614009976387,0.15559770166873932,-0.016260216012597084,-0.01665474660694599,-0.00953676924109459,-0.0017796108731999993
0.1,-0.000770210288465023,0.15544702112674713,-0.0236546341329813,-0.016654925420880318,-0.009536423720419407,-0.0017797910841181874
0.15,-0.07643193751573563,0.15308953821659088,-0.021914420649409294,-0.017274264246225357,-0.0023183405864983797,-0.0029718901496380568
0.2,-0.046856753528118134,0.1683206707239151,-0.02407200261950493,-0.014876901172101498,0.00406194943934679,-0.009385988116264343
0.25,-0.04812861233949661,0.17178727686405182,-0.04293438419699669,-0.014444592408835888,0.01325133815407753,-0.011530903168022633
0.3,-0.016855508089065552,0.1827230602502823,-0.027121243998408318,-0.014749906025826931,0.0047793034464120865,-0.009767018258571625
0.35,0.003615453839302063,0.07310868054628372,-0.04212415963411331,-0.012460833415389061,0.013500725850462914,-0.01443430595099926
0.4,-0.12877842783927917,0.15395547449588776,-0.08490670472383499,-0.004539465997368097,0.01667320914566517,-0.009112334810197353
0.45,-0.1185794323682785,0.11747076362371445,-0.08346448838710785,-0.005200616084039211,0.0182491447776556,-0.006583860609680414
0.5,-0.010914837941527367,0.13658906519412994,-0.07960774004459381,-0.004720947705209255,0.0035542696714401245,-0.005938496440649033
0.55,-0.09638400375843048,0.1234750896692276,-0.07946180552244186,0.0008978695841506124,0.0031166961416602135,-0.0035138821694999933
0.6,-0.032437652349472046,0.157594695687294,0.0072987196035683155,0.0024520335718989372,0.013694104738533497,-0.0058996472507715225
0.65,-0.0492381788790226,0.17997552454471588,0.003632941748946905,0.007758004125207663,0.005619366187602282,-0.0017770153935998678
0.7,0.022187365218997,0.12215806543827057,-0.0588308684527874,0.008385196328163147,0.0042428732849657536,0.0028563293162733316
0.75,-0.048945650458335876,0.11943913996219635,-0.007988398894667625,0.01101591531187296,0.004806000739336014,0.0020621183793991804
0.8,-0.07680539786815643,0.13017655909061432,-0.03578285872936249,0.008818838745355606,0.005539237055927515,0.0004960520891472697
0.85,-0.05282910540699959,0.18050290644168854,-0.0318792350590229,0.006844259798526764,0.002208289923146367,0.0017083842540159822
0.9,-0.021740633994340897,0.15128709375858307,-0.1564105749130249,0.004979751538485289,0.0053825173527002335,-0.0047936695627868176
0.95,-0.0373169407248497,0.21031859517097473,-0.05146331340074539,0.005640476010739803,0.0028033519629389048,-0.004861462861299515
1.0,0.017481820657849312,0.12262536585330963,-0.024912282824516296,-0.00115268025547266,0.019877178594470024,-0.00796342734247446
1.05,0.0018821489065885544,0.139650359749794,-0.06314516067504883,0.0006423525046557188,0.015632428228855133,-0.005705004092305899
1.1,-0.014435430988669395,0.1201639324426651,-0.06584195047616959,0.0015227647963911295,0.002791193313896656,0.0009104773052968085
1.15,-0.012717967852950096,0.1364612728357315,-0.09939177334308624,0.0001626488519832492,0.004520690534263849,-0.000893705349881202
1.2,0.006536990404129028,0.20850470662117004,-0.033973369747400284,0.0008486751466989517,-0.0087432237342,-0.003073493018746376
1.25,-0.09441955387592316,0.12760259211063385,-0.03366534784436226,-0.0021000737324357033,0.0015379127580672503,-0.004237760324031115
1.3,-0.024865109473466873,0.2289886772632599,-0.021038556471467018,-0.003469459479674697,-0.0016927268588915467,-0.009671317413449287
1.35,-0.05536344647407532,0.1222391277551651,-0.02785813994705677,-0.007065648213028908,-0.00418013846501708,-0.008303023874759674
1.4,0.023122694343328476,0.13567449152469635,-0.017991870641708374,-0.007067915517836809,0.009926856495440006,-0.015327567234635353
1.45,-0.05460720509290695,0.18492700159549713,-0.010823756456375122,-0.00546270189806819,0.022535277530550957,-0.020689548924565315
1.5,-0.09445725381374359,0.14017678797245026,-0.1516716331243515,-0.009711218997836113,0.026771819218993187,-0.01794254221022129
1.55,-0.43286609649658203,0.2159929871559143,0.04549800977110863,-0.016266198828816414,-0.07270900905132294,0.01202741265296936
1.6,-0.4876047372817993,0.40373334288597107,0.06112147122621536,-0.04545697569847107,-0.3433971703052521,0.06322555989027023
1.65,-0.1853332817554474,0.20324330031871796,0.12412738054990768,-0.08003289997577667,-0.5622256994247437,0.07086284458637238
1.7,0.3179824948310852,-0.284701406955719,0.01194143109023571,-0.08062629401683807,-0.6037317514419556,0.029828114435076714
1.75,0.991101086139679,-0.6593877077102661,-0.02177749015390873,-0.09330073744058609,-0.5010892748832703,0.038054052740335464
1.8,0.44276198744773865,-0.9060202836990356,-0.004006335511803627,-0.12390763312578201,-0.20715972781181335,0.1325536072254181
1.85,-0.171096071600914,-1.2428656816482544,-0.3250393569469452,-0.2456860989332199,-0.10810890793800354,0.241621732711792
1.9,-0.5946992039680481,-1.888915777206421,-0.6013168096542358,-0.38070330023765564,-0.40049758553504944,0.30503663420677185
1.95,-0.14302615821361542,-1.1562749147415161,-0.0708114355802536,-0.49732786417007446,-1.3395001888275146,0.47761210799217224
2.0,0.9353984594345093,-0.04839234799146652,0.16887304186820984,-0.6841185688972473,-1.762859582901001,0.7045965194702148
2.05,-0.8385241031646729,1.7412216663360596,-0.5063178539276123,-0.9077225923538208,-1.1735063791275024,0.6169122457504272
2.1,-0.8600019216537476,3.8455443382263184,-0.9857620000839233,-0.7792093753814697,-0.9486456513404846,0.4852924346923828
2.15,-0.6382046937942505,4.821694850921631,-0.5717460513114929,-0.3914324641227722,-0.6797018051147461,0.341656357049942
2.2,-0.3868842124938965,4.180480480194092,-0.040419165045022964,-0.07827158272266388,-0.4350227117538452,0.11155720800161362
