Time [s],Flexion(-)/extension(+),Abduction(+)/adduction(-),Internal(-)/external(+) rotation
0.0,8.900255473111939,17.85239887717112,7.32608629516729
0.05,8.862793961016218,17.85398153385563,7.3154630912384775
0.1,8.865227745272978,17.85579697554037,7.28408226483315
0.15,8.840290540795827,17.852348358022986,7.294592631808858
0.2,8.85626393658588,17.82733737182984,7.307923622024551
0.25,8.846812173325917,17.802029732721948,7.326979131763111
0.3,8.829732684989734,17.780230001993797,7.250225090685274
0.35,8.841643391385405,17.793343241303965,7.205447787242268
0.4,8.863264475456736,17.813799531649448,7.185852886359563
0.45,8.903917572464845,17.822408691440366,7.164306312417476
0.5,8.95587400452516,17.82485483818255,7.109703151977535
0.55,8.968687001221271,17.826868766408243,7.113918744684641
0.6,8.987661079237355,17.819079150368264,7.160260542959521
0.65,8.99299332664762,17.81808915510521,7.192827374963699
0.7,8.972915404793978,17.823945449175582,7.20416004893325
0.75,8.97197839873718,17.81958906863401,7.223656991263761
0.8,8.981240110187303,17.82363145668025,7.251914701512317
0.85,8.942540611857941,17.817946206086784,7.27825317094333
0.9,8.949104621505903,17.80391548999408,7.334140161688199
0.95,8.914534404787306,17.770853278392348,7.298375967398484
1.0,8.917700907962729,17.77030096663899,7.325246215063367
1.05,8.911738398297564,17.76372430818076,7.340293233621894
1.1,8.929656981046723,17.776851649392555,7.322494954644176
1.15,8.957160336568462,17.78569265468058,7.3297755171308685
1.2,8.96738009051047,17.78939310778499,7.2981178333144765
1.25,8.985031748281282,17.777076707058423,7.331322956846095
1.3,8.988218554324723,17.75939253451179,7.3292046565064375
1.35,9.0096202990481,17.764848771574908,7.274380835590334
1.4,9.000444697178553,17.74633310200554,7.246913520281943
1.45,9.002123599522832,17.714339551059442,7.26426384919691
1.5,8.956490427852147,17.711765681001904,7.27018553580678
1.55,8.837650609942417,17.664681333416375,6.94383607090395
1.6,8.555219323327888,17.474109756912327,5.896364647737867
1.65,8.187643577574518,17.192115153432866,4.046361170262749
1.7,7.799426908086175,16.824264092776797,2.085441209938079
1.75,6.951129913943567,16.447188148885985,0.3523055355711678
1.8,5.425065051941082,16.23083742659531,-0.46756626092282527
1.85,3.4632115295263732,15.866917517286403,-0.9220858408998949
1.9,0.9319381675654398,15.0087362556914,-2.062799459478951
1.95,-2.5847666998855794,13.535830832954735,-5.651820749042407
2.0,-7.028079799981505,12.137561235661451,-10.535214021666347
2.05,-11.42307952543632,10.597617687283776,-13.487377931660605
2.1,-14.754150465944816,9.451502545269582,-15.518911977004027
2.15,-16.14003692657764,9.82403322629138,-17.353377948650827
2.2,-15.926817639371746,10.78047334023941,-18.549320117569824
2.25,-14.75443490315289,11.300436796785135,-19.401243446453428
2.3,-13.167783975703783,11.111686605958763,-19.77834273005499
2.35,-11.394091235210816,10.432178129485042,-19.343293487441297
2.4,-10.2115378539573,9.796445295085656,-18.913744009092508
2.45,-9.494403734377254,9.56843356308423,-19.40290561345465
2.5,-8.85222582143113,9.889492965940946,-19.68335301403609
2.55,-7.370430447533596,10.881299228083542,-18.178908702697033
2.6,-5.372800113278117,11.7916119865499,-13.27128687803583
2.65,-3.8920806382167896,12.407945199201682,-4.817737583120056
2.7,-2.594240121912971,12.843286922567783,5.376261458506595
2.75,-1.6553169989958476,13.779519809037769,11.896668259636455
2.8,-2.2516061415066737,15.112559654280833,10.324004200841337
2.85,-3.1230467917667255,16.374504528835878,5.794213797805428
2.9,-3.5391551400690564,16.75463753244152,2.74450104059652
2.95,-3.6727451037370615,14.242982708493528,2.617567168637623
3.0,-3.3403573667959785,10.959163968468191,1.02710770645407
3.05,-2.9281790655651636,8.35784870968992,-2.3824293140002815
3.1,-2.0796380159485413,6.119325808183465,-5.412133070370185
3.15,-2.422000294842709,4.70869475395572,-7.125275778095313
3.2,-4.274173368694111,3.347400023155258,-7.86225130816898
3.25,-7.321108363483562,2.459488539178267,-6.352943362548467
3.3,-10.78940217438797,2.743998006413346,-1.0988123585286234
3.35,-14.220506633127433,4.068663941884581,5.283150551895238
3.4,-17.496124853058678,6.015860913253209,10.31610883538836
3.45,-19.60022723175609,9.198052700731559,12.353958416843755
3.5,-18.881079797639966,10.959647712687941,13.914938269170715
3.55,-15.617050501223696,10.49480647461844,11.58947802265498
3.6,-10.749019959729816,9.228097738634498,4.433159297883286
3.65,-5.389764842130229,7.631123446440049,-0.43952108908337867
3.7,0.5577460553881846,6.676810538523497,-1.0542058602914595
3.75,5.161034245078563,6.797023854325058,-1.376445051038862
3.8,8.05793378425399,7.1741075419785325,-2.2577064977698966
3.85,10.074996663733026,6.674343214931801,-2.8653133700522755
3.9,11.643183127941372,4.773268138373725,-3.27000458813627
