Time [s],Acc_x [m/s^2],Acc_y [m/s^2],Acc_z [m/s^2],Gyro_x [1/s],Gyro_y [1/s],Gyro_z [1/s]
0.0,0.004420607350766659,0.08534527570009232,-0.034665241837501526,0.07024270296096802,0.010518436320126057,-0.03516882658004761
0.05,-0.013125717639923096,0.03903104364871979,-0.1274227797985077,0.05655784532427788,0.018665101379156113,-0.036822907626628876
0.1,-0.005971338599920273,-0.003345479490235448,-0.13887076079845428,0.025751743465662003,0.015796909108757973,-0.03028763271868229
0.15,0.024286281317472458,-0.027650829404592514,-0.07941735535860062,-0.004490449093282223,0.0048962743021547794,-0.017229614779353142
0.2,-0.01325569674372673,0.010709771886467934,-0.11018344759941101,-0.024365484714508057,-0.008746648207306862,-0.0022514022421091795
0.25,-0.03915384039282799,0.010033619590103626,-0.16474667191505432,-0.036832768470048904,-0.041128382086753845,0.015204176306724548
0.3,0.002980262041091919,0.018519412726163864,-0.11750134825706482,-0.04404178634285927,-0.08226865530014038,0.032951291650533676
0.35,0.0003854334354400635,0.07738114893436432,-0.12473232299089432,-0.0505002960562706,-0.11574950069189072,0.04866701737046242
0.4,0.005095411092042923,0.060704246163368225,-0.0962531641125679,-0.050663888454437256,-0.13664808869361877,0.0540323443710804
0.45,0.009734703227877617,0.07734108716249466,-0.02498430199921131,-0.04161258041858673,-0.14725983142852783,0.05302613601088524
0.5,-0.020423507317900658,0.08448029309511185,-0.01316063106060028,-0.03436660394072533,-0.14370590448379517,0.05019548162817955
0.55,-0.020973848178982735,0.08690453320741653,-0.01143651269376278,-0.02533932588994503,-0.11947299540042877,0.04524826258420944
0.6,-0.02816002443432808,0.1047668606042862,-0.02825075201690197,-0.01644786447286606,-0.08935901522636414,0.040674664080142975
0.65,-0.05367080494761467,0.09297467023134232,-0.006788554601371288,-0.008673347532749176,-0.07062685489654541,0.035068366676568985
0.7,-0.020336974412202835,0.09786607325077057,-0.03690304607152939,-0.003507896326482296,-0.05792757496237755,0.031578607857227325
0.75,-0.005532417446374893,0.09549523890018463,-0.04991242289543152,0.0031435806304216385,-0.04166921600699425,0.03198682889342308
0.8,-0.014273693785071373,0.12202265113592148,-0.07025915384292603,0.006318121217191219,-0.028288105502724648,0.0349416621029377
0.85,-0.0169538501650095,0.1240081936120987,-0.048686761409044266,0.005498939193785191,-0.020302580669522285,0.03585566207766533
0.9,-0.009840202517807484,0.1757049709558487,0.005647237412631512,0.010420344769954681,-0.007605434861034155,0.031190600246191025
0.95,-0.0410291962325573,0.13269521296024323,-0.013919481076300144,0.014344833791255951,0.008680270053446293,0.020942844450473785
1.0,-0.024479873478412628,0.1191883236169815,0.005505236331373453,0.015595909208059311,0.021808436140418053,0.004542555660009384
1.05,-0.00524525623768568,0.08218956738710403,0.0022821363527327776,0.012092525139451027,0.03781571611762047,-0.010243339464068413
1.1,0.0011451393365859985,0.08769989758729935,-0.04082614928483963,0.007526243105530739,0.05078885704278946,-0.01900526136159897
1.15,-0.013386968523263931,0.09784890711307526,-0.04037662595510483,0.004586133640259504,0.05264687538146973,-0.021614648401737213
1.2,-0.008618993684649467,0.06565380841493607,-0.049885623157024384,0.0008493713103234768,0.049125902354717255,-0.01793665997684002
1.25,-0.01421012356877327,0.024533279240131378,-0.06574001908302307,-0.006248841993510723,0.0337848998606205,-0.009681939147412777
1.3,-0.02639314904808998,0.07813072949647903,-0.03687296807765961,-0.011797776445746422,0.017595723271369934,-0.0015226167161017656
1.35,-0.020600635558366776,0.11185170710086823,-0.037408385425806046,-0.013759950175881386,0.010658260434865952,0.004321595653891563
1.4,0.02167944796383381,0.1736745983362198,-0.023975837975740433,-0.027174057438969612,-0.014290706254541874,-0.004573335405439138
1.45,0.06440108269453049,0.16499902307987213,0.0656980574131012,-0.06271988898515701,-0.027555221691727638,-0.03697573393583298
1.5,0.012351131066679955,0.07408810406923294,0.04413459450006485,-0.09308061003684998,0.008617933839559555,-0.06066139414906502
1.55,-0.0029196497052907944,0.06169892102479935,0.016353711485862732,-0.11809267103672028,0.05618064105510712,-0.07532760500907898
1.6,0.04875367879867554,0.044639602303504944,-0.10942819714546204,-0.1282995343208313,0.10082340240478516,-0.08743797987699509
1.65,-0.03047584742307663,0.15581324696540833,-0.26955142617225647,-0.1290365308523178,0.0747651606798172,-0.0931926742196083
1.7,-0.10485291481018066,0.09610369801521301,-0.2599465847015381,-0.1358330249786377,-0.012044907547533512,-0.11556331068277359
1.75,-0.07879665493965149,0.11316206306219101,-0.17185251414775848,-0.11844335496425629,-0.08738218247890472,-0.12627041339874268
1.8,-0.035588666796684265,0.2727060616016388,0.04619637504220009,-0.10139449685811996,-0.14028804004192352,-0.1329808533191681
1.85,0.12522198259830475,0.18832778930664062,0.3751944601535797,-0.13624809682369232,-0.13341833651065826,-0.1547793298959732
1.9,0.1429513692855835,0.046430569142103195,0.3582218587398529,-0.15127503871917725,-0.0038482106756418943,-0.15564629435539246
1.95,0.08607450872659683,0.03836536407470703,0.07933754473924637,-0.1083616092801094,0.11814212799072266,-0.12143402546644211
2.0,0.04048315808176994,0.07973291724920273,-0.18159319460391998,-0.043898604810237885,0.11641667783260345,-0.06355804204940796
2.05,0.022397704422473907,0.05064680799841881,-0.23896588385105133,0.030832208693027496,0.03384058550000191,-0.009032703004777431
