Time [s],Flexion(-)/extension(+),Abduction(+)/adduction(-),Internal(-)/external(+) rotation
0.0,2.4342571714462147,2.115584085472147,0.02998166705448365
0.05,2.4358385186072553,2.129494745282759,0.025628959681866258
0.1,2.431454171069009,2.1462434823517564,0.02539661074375522
0.15,2.4408320174827347,2.1883639306504086,0.01025259187338191
0.2,2.4379775498157192,2.193046962129727,0.009627856528144145
0.25,2.438579782754637,2.1993181042243877,0.010536219354667625
0.3,2.4416609384348242,2.1947971249502793,0.03328510158269656
0.35,2.463076959951963,2.193662863687068,0.053390849663087374
0.4,2.4628206542097053,2.1949563636468343,0.08162850773891438
0.45,2.446008277908678,2.1850597418024535,0.09723611745670369
0.5,2.475662156065779,2.1910465370781353,0.11236709053423619
0.55,2.4852745778311998,2.187515672969388,0.11925904689218239
0.6,2.4752387571517662,2.1824925107130673,0.12494439920905147
0.65,2.448557338966979,2.16184593667605,0.12023077338538062
0.7,2.4346324077482997,2.1394652966107146,0.1119564830762043
0.75,2.434626128843763,2.12730501183631,0.09483393103188825
0.8,2.407566796835881,2.1363647239245034,0.08780171542009903
0.85,2.3936431769663846,2.131185127550506,0.0757181698307323
0.9,2.3715360908958747,2.143429936661236,0.08993512053018929
0.95,2.3456070406130762,2.178225224271385,0.1538973152833878
1.0,2.3004404265062948,2.1804598910065125,0.23589970765100174
1.05,2.2658359828014047,2.272816458906895,0.19558285879488485
1.1,2.290988438536256,2.4664781054579796,0.03549528469722281
1.15,2.440287658427841,2.749012573094827,0.11883627804180255
1.2,2.551356473525732,3.0820120642677775,0.17682873911477304
1.25,2.625484954126329,3.3371910711590056,0.25307261142280485
1.3,2.587599007001859,3.6796901724700244,0.1717719445921528
1.35,2.2988077228370574,4.0903023446602464,-0.41090914551037594
1.4,1.810874159936103,4.712502354607992,-1.0503156927465527
1.45,1.126337834558813,5.605263012031521,-1.5439280969839275
1.5,0.13066433853724643,6.619700935824087,-2.1106635152063102
