Time [s],Flexion(+)/extension(-)
0.0,2.802381557033298
0.05,2.5608273401718615
0.1,2.8767300210650344
0.15,2.530408261642111
0.2,2.3770578701879637
0.25,2.1744542338709576
0.3,2.5680209281131425
0.35,2.3507899962834045
0.4,2.1293857280289923
0.45,1.9990158689268083
0.5,2.627588433397478
0.55,2.9666716801827637
0.6,2.928574540747358
0.65,2.6284552291019008
0.7,3.209951271820533
0.75,2.9368651448752248
0.8,2.747932262368943
0.85,3.270048459342079
0.9,2.9657127918360384
0.95,3.337367706052519
1.0,3.0985533510554477
1.05,3.0815228069759204
1.1,2.824830514072834
1.15,2.6589667020936445
1.2,2.9156322670379904
1.25,3.0368732133275835
1.3,2.620280807752103
1.35,2.4126390206854595
1.4,2.410295369070696
1.45,2.6766384326385837
1.5,3.6114984817199165
1.55,5.111449659138788
1.6,6.200947913922904
1.65,6.2499265098062775
1.7,5.75993104678894
1.75,5.373348561390342
1.8,4.7953208634646005
1.85,2.989348684786939
1.9,1.3524633016845073
1.95,-0.07361079597456739
2.0,-1.5800141880657252
2.05,-2.658258371919267
2.1,-3.592186942677738
2.15,-4.079155741499319
2.2,-4.797656933375153
2.25,-5.491854762662171
2.3,-5.946591125313623
2.35,-6.1968217258519145
2.4,-6.188024512581708
2.45,-5.936873979299634
2.5,-5.684363861600921
2.55,-5.268673331244672
2.6,-4.534598401227113
2.65,-3.742444321424885
2.7,-2.96922516251543
2.75,-2.789926551896083
2.8,-2.618015705841255
2.85,-2.7812228530397487
2.9,-3.361439567715973
2.95,-3.7125950156916594
3.0,-4.542652343576183
3.05,-5.227137844587501
3.1,-5.912744748453407
3.15,-6.358340451950451
3.2,-6.669896071930432
3.25,-6.728173765964822
3.3,-6.337143939915817
3.35,-5.5154904619154115
3.4,-4.498113406745719
3.45,-3.0447690606106437
3.5,-1.3526206348881675
3.55,0.18553619086067683
3.6,1.053343758559267
3.65,2.529190762405133
3.7,4.257579768087361
3.75,6.642701256066197
3.8,9.802350713449274
3.85,14.855503525640263
3.9,20.719064893265234
3.95,25.031645057960663
4.0,27.146568838580087
4.05,26.652133387519566
4.1,24.26710819904044
4.15,22.150673501354255
4.2,20.646371168759487
4.25,19.74231747726163
4.3,18.53098354146514
4.35,18.45646399559856
4.4,18.50036071463338
4.45,17.054244084843702
4.5,14.965574776470248
4.55,14.406950534535058
4.6,15.47674912432747
4.65,17.15661138799269
4.7,18.75732609158556
4.75,20.10460291334859
4.8,20.722903137242522
4.85,20.373344624007952
4.9,19.65968437261485
4.95,18.809188076258827
5.0,18.34017472125274
5.05,18.48955123298258
5.1,19.40317677598085
5.15,21.585764226564063
5.2,23.88027429062601
5.25,25.238732090332803
5.3,24.99923349492014
5.35,23.256550290704713
5.4,21.550339226763434
5.45,19.83112341621339
5.5,18.266906034866025
5.55,16.81296463698738
5.6,15.180222073758431
5.65,12.696254237249214
5.7,8.998272145626782
5.75,3.91889321659946
5.8,-0.26285716447149693
5.85,-2.6944557023359343
5.9,-3.4396602569726107
5.95,-2.9716576930540755
6.0,-2.1273229286361355
6.05,-1.2844035964176481
6.1,-0.8966748202472916
6.15,-0.6291281957428078
6.2,-0.6209416472635277
6.25,-0.8043368299197192
6.3,-0.9163869429113355
6.35,-1.715747077604425
6.4,-2.512100150315436
6.45,-3.1436997622642453
6.5,-3.5856715388428055
6.55,-3.6381468570751636
6.6,-3.4241076817378597
6.65,-3.1534217335299624
6.7,-2.669969045377384
6.75,-2.033970031847335
6.8,-1.593312334065921
6.85,-1.1520504666646365
6.9,-1.0020575062645434
6.95,-1.2574560157885943
7.0,-1.7037050983910038
7.05,-2.001958756620969
7.1,-2.323473266456125
7.15,-2.577307344509877
7.2,-2.723493043586821
7.25,-2.746268893618534
7.3,-2.739370125801264
7.35,-2.740323716679378
7.4,-2.68988038741488
7.45,-2.644478799624399
7.5,-2.635453750637184
7.55,-2.389734076562888
7.6,-1.9807607605467266
7.65,-2.084287732487942
7.7,-2.73526839812366
7.75,-4.051666749476607
7.8,-4.704078914092151
7.85,-4.723652419872334
7.9,-4.066322930474077
7.95,-3.2732123386145364
8.0,-2.5593530344024833
8.05,-2.2231919461490413
8.1,-2.5305704203008883
8.15,-2.6823150605888526
8.2,-2.4896402190497926
8.25,-1.3414028444760018
8.3,0.8169641685496978
8.35,4.521984738426894
8.4,10.06913215647445
8.45,16.56010825434029
8.5,21.43333702612181
8.55,23.98950247879557
8.6,25.722074096998476
8.65,26.25934136241411
8.7,22.673451337606927
8.75,15.733901274470343
8.8,12.546670754801804
8.85,12.500546016341982
8.9,14.044583561469452
8.95,16.212351513196975
9.0,18.75707314474984
9.05,20.669963195987698
9.1,22.57509222753001
9.15,24.174509403621965
9.2,25.050452451826697
9.25,25.352362222610918
9.3,25.169059902130847
9.35,24.644932300959532
9.4,23.95383854358688
9.45,22.318194014196482
9.5,20.17892853327913
9.55,18.269532050231884
9.6,17.190046288896347
9.65,16.262261450033037
9.7,16.06778050096778
9.75,16.967393670645766
9.8,19.12969208310667
9.85,22.586304848280093
9.9,26.413809756999996
9.95,29.234205801134873
10.0,31.071358843495563
10.05,32.042288539005845
10.1,32.42890884016959
10.15,32.52038881306664
10.2,32.36721263058039
10.25,31.38111847204005
10.3,29.79271241004518
10.35,27.950306046602257
10.4,25.934330840093505
10.45,24.01458285822682
10.5,23.767457039347583
10.55,28.243748994347516
10.6,34.38076318526656
10.65,40.466761449098065
10.7,47.50208091796439
10.75,54.46934014712206
10.8,60.50803180957031
10.85,64.37921925479878
10.9,65.94446915550338
10.95,66.06556131300621
11.0,65.68294400233279
11.05,65.76766218598489
11.1,64.98742090167018
11.15,63.82053575588639
11.2,62.40739071311473
11.25,60.80231612518829
11.3,59.12061488748027
11.35,57.19214338681062
11.4,55.17316803364243
11.45,52.026392804390824
11.5,46.96285754373908
11.55,38.55013192179747
11.6,27.278462562381776
11.65,18.175922291982094
11.7,17.68098123219335
11.75,24.531494556728408
11.8,33.9975952186778
11.85,42.70522339011003
11.9,47.356287044406585
11.95,44.6220166749529
12.0,40.880209250888925
12.05,36.33204577473803
12.1,30.2123578418058
12.15,23.804718177074392
12.2,18.78891277976191
12.25,14.2657439474928
12.3,10.417954148890484
12.35,6.690777607133059
12.4,1.9903978950388683
12.45,-2.3311933005600856
12.5,-5.1414262678552705
12.55,-6.16880818615047
12.6,-5.774205621291063
12.65,-4.729665878770195
12.7,-3.630697927529127
12.75,-2.0491654540533406
12.8,-0.8152124342004389
12.85,2.091115389686875
12.9,5.372100165846445
12.95,6.674489745607853
13.0,5.14443504682336
13.05,4.45462071201885
13.1,5.462619563293125
13.15,5.9899633632137945
13.2,5.817263133764177
13.25,5.2174095869581345
13.3,5.008175615475036
13.35,3.3684588081656766
13.4,1.4071111266892644
13.45,-0.2751276942558628
13.5,-1.607776718689485
13.55,-2.6110786584675525
13.6,-2.7102271194012144
13.65,-2.067473499970888
13.7,-1.0855521706648825
13.75,0.29919741891346296
13.8,2.7274687271239446
13.85,5.628021790058444
13.9,8.818077853718028
13.95,11.485798647785568
14.0,12.242707850287731
14.05,11.653948209544787
14.1,11.129852408553827
14.15,11.269446653730617
14.2,11.47826027138668
14.25,11.481139648625106
14.3,11.761250251387544
14.35,12.160405231180297
14.4,12.572717881029899
14.45,13.005413035498973
14.5,13.594348097099127
14.55,14.446359752660964
14.6,15.500410803707586
14.65,17.143479740993968
14.7,18.711171162944925
14.75,19.33045760973918
14.8,20.974416127073418
14.85,25.416669395139607
14.9,32.376506766336924
14.95,41.15334183249009
15.0,52.05344722568931
15.05,61.93011460085927
15.1,70.71991517985317
15.15,79.78440247678753
15.2,88.0629305155291
15.25,96.13072627902636
15.3,103.82659354468552
15.35,110.96796658670803
15.4,117.06367145049278
15.45,121.4152747002966
15.5,123.84212336693783
15.55,124.61136261159784
15.6,123.13354110083641
15.65,120.19061446943431
15.7,116.6357834975614
15.75,112.71191851599079
15.8,108.02072016205798
15.85,102.86756291815934
15.9,96.95537701291087
15.95,90.67147735152861
16.0,83.25842213280454
16.05,74.98675923221386
16.1,66.76973337918794
16.15,57.0442922803484
16.2,45.19252042931043
16.25,32.41618433832835
16.3,20.826298760577053
16.35,11.429741018897897
16.4,4.0080037059760345
16.45,-1.3488518613613054
16.5,-4.600074306442368
16.55,-5.15773367537832
16.6,-2.655136679202336
16.65,3.7363702118454216
16.7,8.544648283019614
16.75,10.996069538628504
16.8,10.44723166189663
16.85,8.955069431146745
16.9,7.62812378931176
16.95,7.0046193583971545
17.0,3.722168726663214
17.05,1.471035125802743
17.1,0.12915046357576696
17.15,-1.0961947604234967
17.2,-1.7422292249398932
17.25,-2.9034286689118245
17.3,-4.769226506349418
17.35,-6.904216337734961
17.4,-8.464742986471343
17.45,-8.997616183815142
17.5,-9.495780167294884
17.55,-10.127310785945154
17.6,-10.199526098029926
17.65,-9.526955810437814
17.7,-9.029023337389793
17.75,-9.199784570517632
17.8,-9.542519626651456
17.85,-9.528280494298338
17.9,-9.351971410990537
17.95,-9.693006005039638
18.0,-10.471169895409139
18.05,-11.590394594489522
18.1,-12.025355885885245
18.15,-12.294462180311404
18.2,-12.04047161135465
18.25,-10.785753396589453
18.3,-8.720445808582724
18.35,-8.026423086717257
18.4,-8.539153682813813
18.45,-6.5719046372973535
18.5,-1.614167152194331
18.55,4.025772042007581
18.6,10.290885043597648
18.65,17.845758883553213
18.7,27.720799187884694
18.75,39.16741702851194
18.8,50.024463269065805
18.85,61.21828859061674
18.9,72.45520196783505
18.95,81.92124293713148
19.0,88.33186162857524
19.05,91.16351390953254
19.1,90.14046985015646
19.15,84.84504315256969
19.2,75.68573786454787
19.25,63.4140022075382
19.3,48.87993071884578
19.35,32.58558671149111
19.4,16.825873708082383
19.45,6.472398800897782
19.5,3.302118213347109
19.55,1.2880193023819004
19.6,0.021059012566374637
19.65,-0.9232724547223168
19.7,-1.0785849863790844
19.75,0.06373826544889866
19.8,0.519379088440683
19.85,-3.210269587986691
19.9,-4.98168757776894
19.95,-4.979148019322258
20.0,-6.64410270469508
20.05,-7.7379322933196955
20.1,-6.847234373574744
20.15,-6.513041983618933
20.2,-6.644075663179611
20.25,-6.589611024709976
20.3,-6.425657519361743
20.35,-6.4003530497517644
20.4,-5.7044256397340325
20.45,-4.497216050597991
20.5,-3.3002693926997253
20.55,-2.569094016106319
20.6,-3.3000556420190423
20.65,-3.8776147749037584
20.7,-4.353367254571884
20.75,-4.583609525800251
20.8,-4.529616537867909
20.85,-4.826048296893059
20.9,-5.176226919231387
20.95,-5.011917065413801
21.0,-4.5512747173725385
21.05,-4.52249891436152
21.1,-4.860486850037927
21.15,-4.820702673193312
21.2,-4.591751124568261
21.25,-4.113887633524037
21.3,-3.6670188681444653
21.35,-3.2419608588061766
21.4,-3.7327070702716063
21.45,-4.100401073295344
21.5,-3.907684069777333
21.55,-3.063108331912084
21.6,-2.1576773181006
21.65,-1.3516938672656682
21.7,-0.6644296831074832
21.75,-0.3154685218760468
21.8,0.36265962357244735
21.85,1.273023874348355
21.9,2.315951142081892
21.95,4.060621626774798
22.0,6.73437634138279
22.05,10.350055074530738
22.1,14.151627134244071
22.15,17.54663249766961
22.2,19.106765305233257
22.25,19.099628776087602
22.3,17.335067807279223
22.35,14.878018484303373
22.4,11.315979074429839
22.45,6.4021561853067475
22.5,1.368045011014664
22.55,-2.2767947480778363
22.6,-4.679212743513764
22.65,-5.700913012857416
22.7,-4.733545725902064
22.75,-3.3776185511037533
22.8,-2.776298730923497
22.85,-2.9616435824203795
22.9,-4.2705875807260005
22.95,-4.180735690757523
23.0,-3.260374755025802
23.05,-3.07738964146696
23.1,-3.3868196851599235
23.15,-3.721986577441393
23.2,-4.107576417334495
23.25,-4.355092837018293
23.3,-4.720886550506731
23.35,-5.089087253954685
23.4,-5.6518241030847625
23.45,-5.825230618113415
23.5,-5.16662789012277
23.55,-3.746779487130193
23.6,-2.421892909072025
23.65,-1.2495139393906762
23.7,-0.43893607417761077
23.75,0.21513949261249837
23.8,0.8916179860123372
23.85,1.4528138790087515
23.9,2.0636340482135926
23.95,2.30057437822464
24.0,2.507189975447775
24.05,3.1210008459999323
24.1,3.9621326595613846
24.15,4.952260740092742
24.2,5.915755053575344
24.25,7.13449942251552
24.3,9.205462665752812
24.35,11.184936059534325
24.4,12.029739837120365
24.45,12.513888093357258
24.5,13.43841198875617
24.55,14.938098947574298
24.6,16.70597813178841
24.65,18.24253732772487
24.7,18.834455511080783
24.75,18.506898139021818
24.8,17.604287382942907
24.85,16.670292990198668
24.9,16.252729655759186
24.95,16.55510976981634
25.0,17.440520237009387
25.05,18.47506096829355
25.1,19.15446214106742
25.15,19.318435316353465
25.2,19.06400927584079
25.25,18.701957796803864
25.3,18.271446108102456
25.35,17.85932045193058
25.4,17.41750121231793
25.45,16.816214847323636
25.5,16.07014461855268
25.55,15.247115724216389
25.6,14.345821862527153
25.65,13.4071009502905
25.7,12.69531308417988
25.75,12.592853047119336
25.8,13.349316618198195
25.85,15.395283618214215
25.9,19.138137874118534
25.95,23.650367975100153
26.0,27.055431891214862
26.05,28.882045667987654
26.1,30.135212584840172
26.15,30.607280287547944
26.2,29.393008179822267
26.25,26.181792385429315
26.3,21.790253613292116
26.35,17.551737112615474
26.4,13.185656883834575
26.45,9.25629878108371
26.5,5.800477565876183
26.55,1.7480654027763218
26.6,-1.4857164557354736
26.65,-3.6304555572075876
26.7,-5.2778554027155336
26.75,-6.613377288830349
26.8,-7.430865619164487
26.85,-6.9199004318817146
26.9,-5.810764347231038
26.95,-5.0815492562857045
27.0,-5.005552223640088
27.05,-5.3437745882191745
27.1,-5.75505598797163
27.15,-6.043818799070948
27.2,-5.719661586665881
27.25,-5.5367197326473505
27.3,-6.315149383796696
27.35,-6.875616677894757
27.4,-6.17111932270887
27.45,-4.653502464029812
27.5,-3.7737978888362753
27.55,-4.087074372961669
27.6,-2.7478960347712036
27.65,0.41423601089298845
27.7,5.8537376498472256
27.75,12.994102470089263
27.8,18.41951387937939
27.85,20.431546957551383
27.9,20.09392312162527
27.95,18.39115298013312
28.0,16.008325936918922
28.05,14.031178718824998
28.1,11.815043323676772
28.15,9.70617395578626
28.2,7.740222341126246
28.25,6.671660472278082
28.3,4.754819770661573
28.35,1.1085430865337473
28.4,-3.358805010025767
28.45,-6.7761230311193055
28.5,-7.407081240964682
28.55,-6.762226362472646
28.6,-5.934307658044159
28.65,-5.037656663444161
28.7,-4.62525825112514
28.75,-4.859819643894295
28.8,-4.364728822492049
28.85,-3.4406122746114907
28.9,-2.7027223740913713
28.95,-1.7441241136976884
29.0,-1.0509754609780686
29.05,-0.9124506352406229
29.1,-0.31700049263922686
29.15,0.8998400187643858
29.2,2.9679176254712685
29.25,5.170566608448789
29.3,6.141584914637012
29.35,7.4822732778244445
29.4,9.700153348191373
29.45,11.790314620062535
29.5,13.774373796560049
29.55,16.16410134121627
29.6,19.32152597463624
29.65,24.281843128643413
29.7,29.594092110874072
29.75,32.51309796182768
29.8,32.46915429147737
29.85,30.162399627636947
29.9,27.804794556193542
29.95,27.458566575748467
30.0,27.432470305644898
30.05,26.445608484276452
30.1,24.68810240001768
30.15,23.09062032918397
30.2,21.881261206292056
30.25,20.647719213423862
30.3,18.922851159109314
30.35,16.20604661293075
30.4,13.638535458241678
30.45,13.827354895380452
30.5,13.559557808924774
30.55,12.282386255055675
30.6,8.736172018702357
30.65,5.275953844525377
30.7,2.55367272615443
30.75,0.1475849395675012
30.8,-1.2093084258675142
30.85,-2.8061832434513194
30.9,-4.240768956696626
30.95,-5.5230194229663505
31.0,-6.483455989982063
31.05,-6.739274959097188
31.1,-6.796069991765354
31.15,-7.867816834896994
31.2,-9.286015439154157
31.25,-10.627218386546499
31.3,-11.001752717242136
31.35,-11.088668644236696
31.4,-11.316966137447409
31.45,-11.337742318009166
31.5,-11.269168658712253
31.55,-10.850361671397174
31.6,-9.339791902273706
31.65,-7.264594296753386
31.7,-5.3750810879980415
31.75,-4.019231910272863
31.8,-2.874686863738992
31.85,-1.333999014779479
31.9,1.0819400943648063
31.95,4.922964459474195
32.0,9.962290243847763
32.05,14.912141141713953
32.1,19.478525178171477
32.15,23.079911392814832
32.2,24.598402529962833
32.25,24.252976915793553
32.3,22.666736623228722
32.35,19.695974757324766
32.4,16.703908809362535
32.45,14.143796055270109
32.5,12.85221284815302
32.55,12.221561897617045
32.6,10.513713821894832
32.65,8.667336200627975
