Time [s],Flexion(-)/extension(+),Radial(+)/ulnar(-) deviation
0.0,-4.827088145444569,12.873009691410711
0.05,-4.8644268483757775,12.887069445678863
0.1,-4.87673407506198,12.928318643751155
0.15,-4.9123966155878644,12.952710564439052
0.2,-4.954238427454751,12.980443157339524
0.25,-4.98724028395335,12.989677857707989
0.3,-4.9952075851157005,12.98916288031719
0.35,-5.011493347842478,12.98553398132277
0.4,-5.0346810819328685,12.96795457818899
0.45,-5.0460714985196535,12.971682657388024
0.5,-5.062127487147243,12.994188085452995
0.55,-5.087653295576535,13.028167468474319
0.6,-5.134092253942123,13.040583314082872
0.65,-5.183189212421873,13.03327590204529
0.7,-5.224233006464788,13.02763855029454
0.75,-5.249408634338629,13.029106651911707
0.8,-5.27263488858119,13.04098772494923
0.85,-5.291258119674535,13.057835173413414
0.9,-5.303353338555273,13.069125191669794
0.95,-5.3259701636957475,13.077500791422182
1.0,-5.342266903399925,13.084389568418656
1.05,-5.355694387988821,13.090689006079547
1.1,-5.368508727148123,13.085927191637214
1.15,-5.36428142697957,13.100165199181124
1.2,-5.35915446345464,13.119655224132398
1.25,-5.34949151791536,13.131869466436614
1.3,-5.366420219646903,13.148884837344387
1.35,-5.393592819118253,13.14873415375245
1.4,-5.449907584292182,13.124240437658107
1.45,-5.491457202649024,13.102802134656386
1.5,-5.492798896040086,13.10517318533035
1.55,-5.454434811027131,13.112528931812674
1.6,-5.450034244288797,13.102477591128892
1.65,-5.420681667413375,13.132306681523266
1.7,-5.438177880762902,13.191330158149764
1.75,-5.4464893895161985,13.214009515920006
1.8,-5.433992263769083,13.211004795253684
1.85,-5.404419109148026,13.187077277126551
1.9,-5.4996286801515,13.249036959784567
1.95,-5.889126780157032,13.468999009778205
2.0,-6.375423811886237,13.627213772664193
2.05,-6.295137259324865,13.64403944805792
2.1,-5.974616014109375,13.503585788306516
2.15,-5.560833311951455,13.330726742481893
2.2,-5.377687229068053,13.081030606531684
2.25,-5.384185616431467,12.956129225218685
2.3,-5.393970813201888,12.908865578485466
2.35,-5.243390378189592,12.81843770551242
2.4,-4.9577303047997905,12.61816105758933
2.45,-4.556687482176378,12.412722815427811
2.5,-4.063331288521979,12.36897576018802
2.55,-3.585646445170098,12.572033182246667
2.6,-3.6804952704584917,12.636004169126153
2.65,-3.794065797595982,12.648583211961002
2.7,-3.8984760582799955,12.615930316199373
2.75,-3.9047884370741732,12.550010821747122
2.8,-3.793653609002178,12.452500797418024
2.85,-3.7065262362655846,12.423828878061947
2.9,-3.8160494016624393,12.590007720358619
2.95,-3.960329102986383,12.805821232473853
3.0,-4.112296361343417,12.993563376877274
3.05,-4.144264531907677,13.028033729043335
3.1,-4.023817115408305,12.832586703357887
3.15,-3.7114640336235247,12.579391075260222
3.2,-3.4762557243753007,12.428804919732986
3.25,-3.4440282520830197,12.439182031469752
3.3,-3.5111832053216925,12.57057933437238
3.35,-3.618726707462451,12.666824927934844
3.4,-3.660472143409675,12.643464702528233
3.45,-3.6097793735830734,12.601328157878086
3.5,-3.555758032064177,12.589300545492067
3.55,-3.5146803461493814,12.607195504548693
3.6,-3.552668329590256,12.641578309393571
3.65,-3.5883488522178757,12.640038472918096
3.7,-3.631919344349694,12.617780571592828
3.75,-3.650715863301047,12.613279579140574
3.8,-3.664034100137519,12.594503614763733
3.85,-3.6899108082796497,12.563312047154719
3.9,-3.7299418176610057,12.560815583062324
3.95,-3.7921468020166778,12.56521162202756
4.0,-3.8291871778857782,12.531048056166124
4.05,-3.8637460341614887,12.523616185905928
4.1,-3.868374558297904,12.537184038576559
4.15,-3.862435476001686,12.513017328224892
4.2,-3.863609241585648,12.456007222580665
4.25,-3.8473485727629138,12.389550605273676
4.3,-3.8497183043245298,12.34790997058063
4.35,-3.8756691742797322,12.37322306949505
4.4,-3.899064562493833,12.4288922730736
4.45,-3.9381108439512826,12.460689359966535
4.5,-3.9470617991596,12.478358474785614
4.55,-3.9206325207218193,12.470575664965503
4.6,-3.891779201683446,12.490850933317674
4.65,-3.8083300422810993,12.472319202115372
4.7,-3.751848010182151,12.483070450150288
4.75,-3.74421635740932,12.464735151749162
4.8,-3.7582197203693437,12.439761157985782
4.85,-3.787303381589874,12.466877678237132
4.9,-3.7327717840241683,12.536523540647748
4.95,-3.6996202443397816,12.619898470369607
5.0,-3.6405324057622512,12.665625289826966
5.05,-3.5481689374572545,12.652120341085107
5.1,-3.427283962332399,12.630247548470788
5.15,-3.307182808380033,12.593197723604527
5.2,-3.2281856895889907,12.534173018013002
5.25,-3.1417560322696,12.485728333004142
5.3,-3.0866167771376554,12.488070674553777
5.35,-3.065376996371547,12.506762660527976
5.4,-3.050682499409426,12.525002276704067
5.45,-3.059286473401862,12.560688767152064
5.5,-3.0856982499460712,12.611257049977016
5.55,-3.1199959372213044,12.634713455763062
5.6,-3.184409701815695,12.648818888294585
5.65,-3.1982426133882784,12.660207344478222
5.7,-3.180473764366039,12.64200762781211
5.75,-3.1614205002765616,12.631024683476513
5.8,-3.1446499112807076,12.615142787894937
5.85,-3.134379022348723,12.596932028297193
5.9,-3.0997766673506884,12.587048077782919
5.95,-3.057527286856512,12.605947622536654
6.0,-3.055619578321188,12.647006498626224
6.05,-3.1213849816148462,12.677213520965893
6.1,-3.202000744993737,12.62200859978508
6.15,-3.200635772122284,12.460480012135283
6.2,-3.125970682881216,12.287470092801943
6.25,-3.071070566601284,12.171496486912673
6.3,-3.117604262449337,12.14966561200433
6.35,-3.1142256192452025,12.117038708862543
6.4,-3.0740547900732733,12.057936763599233
6.45,-3.007751956906225,12.012866000930227
6.5,-3.0444582388761368,12.069303313688728
6.55,-3.110942989929192,12.254128141761486
6.6,-3.153821691635712,12.432694307681768
6.65,-3.18518333152082,12.539440071231166
6.7,-3.173744042023297,12.578920936162774
6.75,-3.1311921179803206,12.593258311018237
6.8,-3.0521056289223565,12.534141371223837
6.85,-3.009894506388439,12.512797887566892
6.9,-3.0265639128542774,12.582092144923497
6.95,-3.071648431361589,12.637571385531587
7.0,-3.103360364323587,12.643210603252001
7.05,-3.0660103647928527,12.624536278894672
7.1,-3.0325921561487768,12.576785881994219
7.15,-3.0671661144744604,12.541832773931924
7.2,-3.150501504292701,12.538526903408501
7.25,-3.223331550302009,12.566915071485123
7.3,-3.2532968986446984,12.595345485212416
7.35,-3.2508869349954277,12.572288497953629
7.4,-3.2764844574063607,12.557933604347296
7.45,-3.282253126007583,12.591554645918983
