Time [s],Flexion(+)/extension(-),Sidebend left(-)/right(+)
0.0,-1.5790740296916532,-5.902575430860189
0.05,-1.5034494626211765,-5.909689203530886
0.1,-1.4566135826601103,-5.945859315578508
0.15,-1.4378945482119194,-5.999495950337639
0.2,-1.2611142153093315,-6.008806578541832
0.25,-1.3650328030844272,-6.04400225330616
0.3,-1.4301715423899437,-6.036476288300852
0.35,-1.4275172808002747,-6.017752408760935
0.4,-1.4635248147288997,-5.936868301904207
0.45,-1.4435030546297802,-5.896675839208138
0.5,-1.4500923022176335,-5.856241940683204
0.55,-1.4540446679524026,-5.895499702537574
0.6,-1.4258955343976742,-5.811213564483864
0.65,-1.312811822741685,-5.708922997906973
0.7,-1.274264687372644,-5.725845970487471
0.75,-1.3300429243313023,-5.722056900442596
0.8,-1.4692256764853926,-5.814704591051719
0.85,-1.922129521650148,-5.72507097598665
0.9,-2.906404888987562,-5.551523115799256
0.95,-3.7794876809721254,-5.282706348882427
1.0,-2.1614490690337704,-4.361921089382682
1.05,2.5772443946800103,-2.3635513293817927
1.1,8.25240031458163,-0.1597841711620582
1.15,10.741367356843384,1.8743879065598452
1.2,9.77480579273989,2.615628880061569
1.25,7.205829236411807,2.79955026369323
1.3,4.795721478868101,2.247359095475779
1.35,3.0026542871985464,1.7913969086424155
1.4,2.0656483411937017,1.4374273870030723
1.45,2.4419951364910233,1.1643146404455447
1.5,3.8248099010195418,1.2979095309931146
1.55,5.04097388782359,1.8035499621533477
1.6,5.585854097392171,2.292671752391528
1.65,5.6268754392156834,2.6865770898780847
1.7,4.852393258336171,3.324904216458362
1.75,0.4612062013498115,3.593265442516945
1.8,-6.392015160776641,2.3882349504205465
1.85,-11.671231695893656,0.509708218285907
1.9,-13.91879055051999,-1.9659190839939606
1.95,-14.262209945775973,-4.106913352546017
2.0,-13.379872469859624,-5.024642928160463
2.05,-11.59937711820934,-4.535844946753692
2.1,-9.680926314940313,-3.4075149119075805
2.15,-7.970313078903098,-2.437711939608308
2.2,-5.952002457994787,-1.861476615310177
2.25,-2.8987279474719108,-1.7826653353223278
2.3,1.1484901284025952,-1.3503213910540641
2.35,4.0034306452936566,-0.9252484535411741
2.4,5.0237966344628076,-0.7085101694595822
2.45,4.5387331815425265,-0.8616246199216135
2.5,4.382474626990605,-0.3684789127304439
2.55,5.985586629578532,1.4825736866415717
2.6,7.33023360910119,2.6848057518499355
2.65,7.7282301777651625,1.5266352548195887
2.7,9.022957863136655,0.6447073124289597
2.75,9.74305603582112,1.0192574697929555
2.8,9.14943321761595,1.950733705227511
2.85,7.2754186759886394,2.5975475081284647
2.9,5.117675307371325,2.8230446246605143
2.95,3.3112862859004895,2.7382004827807247
3.0,1.8752785178586506,2.41733801906906
3.05,0.4356179182481004,2.388600065290735
3.1,-0.7233284623374729,2.75996439644161
3.15,-2.0626302030338604,3.286319109765641
3.2,-3.5658362792344884,3.8767462967580295
3.25,-4.862640756655735,4.6339768322221175
3.3,-5.736234440461455,5.466379150437874
3.35,-6.241509024847703,6.038234298842069
3.4,-6.530870376214224,6.336417422138632
3.45,-6.492935776669028,6.364733066311569
3.5,-6.102073484275975,6.110676832840003
3.55,-5.422722252062851,5.723418998413085
3.6,-4.751797327611223,5.079867095785058
3.65,-4.005979180662832,3.9839067358200544
3.7,-3.3904218723738744,2.8158992919001706
3.75,-2.7576914107539716,1.9085242166450942
3.8,-2.697169082458658,1.394079758220249
3.85,-2.950500397990915,1.490261549633918
3.9,-3.305240840711982,2.356241081226344
3.95,-3.406386159872073,3.703496941225332
4.0,-3.119394951442743,5.912190484557707
4.05,-2.2177348577077747,9.51090087052352
4.1,0.3738821107834208,13.8650107098917
4.15,4.126615880054891,17.413647840530167
4.2,6.970144598217445,19.169629526748956
4.25,8.637403613037982,19.438559891987968
4.3,8.718937011958806,19.247188452844856
4.35,7.304205450147534,19.440059224532845
4.4,4.959036195429691,19.486044629573538
4.45,3.797158037800576,18.7299140858601
4.5,4.355840808758109,17.7445246243912
4.55,5.815760824569518,17.704169932353544
4.6,7.240458790347953,18.23906384626678
4.65,8.210016589255849,19.272881860073973
4.7,8.499512491048563,20.32038064508718
4.75,8.341858940295884,20.70700045541369
4.8,8.201587080156365,20.789163439106552
4.85,8.091808801541971,20.86071976487767
4.9,7.831711439503699,20.805121765212572
4.95,7.422050366226517,20.683062018037138
5.0,7.103373047362539,20.098852665928305
5.05,7.329139232290889,19.072719870718494
5.1,7.950275890875884,18.420664758245774
5.15,7.491974856867506,17.658557049245776
5.2,5.728156235293644,16.25654637522881
5.25,2.051556578899926,13.806321444558499
5.3,-1.958070531093819,10.866654167460409
5.35,-5.163739332351178,7.977347151515575
5.4,-7.190962599146057,5.862335813098748
5.45,-8.158269336950328,4.775655626567374
5.5,-7.616916875637282,4.706332789405871
5.55,-6.535458447958997,4.57444767353865
5.6,-5.655312369988872,4.101999900627276
5.65,-4.857864410572578,3.583436224457734
5.7,-4.548308980854503,3.2769913801500388
5.75,-4.635030729786621,3.0410967400472475
5.8,-4.824460389862911,3.3772882796817947
5.85,-4.795801099295675,4.288442822699214
5.9,-4.9570374830916215,5.320559799064314
5.95,-5.252675908273346,6.324920367335966
6.0,-5.048532678987862,7.080597422990626
6.05,-3.8217273268711485,6.843020966141002
6.1,-1.3871444868944476,5.960971573049257
6.15,0.19805075388823176,5.144574046524958
6.2,0.0388103762470463,4.662000036240504
6.25,-0.43926128727031627,4.4848645088356
6.3,-0.8764093410688634,5.103062971056261
6.35,-1.5746634335488583,6.138775000652465
6.4,-2.285272115882722,6.448453345758746
6.45,-2.3676430008444505,6.196474217704996
6.5,-1.8620650266536984,6.010043407697522
6.55,-1.0584270515675205,5.794370806443029
6.6,-0.26308842438270297,5.586411447945457
6.65,-0.039682466653314576,4.947371280055484
6.7,0.10203618688001602,5.074975476730653
6.75,0.14689896006689412,5.559266446195474
6.8,0.1253347473417426,5.509830857484397
6.85,-0.05708799979126527,5.201476728899797
6.9,-0.7688113372756126,4.7313378635358365
6.95,-1.6136106622317898,3.98916746654791
7.0,-2.28453305153061,3.237414368255973
7.05,-2.732586130697313,2.9230598220160844
7.1,-3.1199552013185934,3.0518390386108822
7.15,-3.3775904165460955,3.185836844227501
7.2,-3.2219594953080746,3.5213615049930405
7.25,-2.7111891652105355,4.017665711545483
7.3,-2.2382807323181617,4.564311246589029
7.35,-2.15854894130625,4.856699942339225
7.4,-2.0922600601848047,4.9137840547886364
7.45,-2.195453927644335,5.190045589446957
7.5,-2.5258767159155444,5.705670682222028
7.55,-2.8976510504595163,6.115264705584188
7.6,-3.3129547018659653,6.153747044797894
7.65,-3.5554022021512823,6.017421500205117
7.7,-3.2954866755418446,6.070447802463081
7.75,-2.836988787047214,6.220014317370876
7.8,-2.1899698770956975,6.320397916385605
7.85,-1.2652929871814327,6.417789371621011
7.9,0.20815440071582866,6.9524389293749
7.95,2.808618660373288,8.023248912523897
8.0,5.564876738672,9.333298919426637
8.05,7.631829743056033,10.552199988668178
8.1,8.701300347595971,11.068697504536628
8.15,8.833255205187813,11.643246373202581
8.2,8.412488209628531,12.260542033477941
8.25,7.841826159013631,12.192270558786246
8.3,7.179722406003583,11.47441291880604
8.35,6.430219706860926,10.494969417099865
8.4,6.037333414874521,9.669681388118647
8.45,6.15652595309696,9.245749325470719
8.5,6.174729449083633,9.83747822927997
8.55,5.160885695788962,10.731021082520556
8.6,4.292666517411301,11.13818182264462
8.65,4.658200548769932,10.678241040779756
8.7,5.254579609682619,10.27316115237256
8.75,5.15915784805474,10.431208653531844
8.8,4.7383857851611655,10.92571279304288
8.85,4.242231832108411,11.711542461371943
8.9,3.597299098266769,11.940170164459076
8.95,2.65076460615714,11.231821112967964
9.0,1.4843021807956855,9.839887479615395
9.05,0.6556752199816854,9.473211077768292
9.1,-0.15913892003697527,9.24347944152587
9.15,-1.0743063757686493,9.234247566304443
9.2,-2.0590393629142603,9.34175090053598
9.25,-2.8588451314028833,9.043737496565042
9.3,-2.8562875534581473,8.82421699777279
9.35,-3.051243121469787,9.380443515111319
