Time [s],Acc_x [m/s^2],Acc_y [m/s^2],Acc_z [m/s^2],Gyro_x [1/s],Gyro_y [1/s],Gyro_z [1/s]
0.0,0.0022290796041488647,0.2138519287109375,0.026132067665457726,-0.011328100226819515,-0.002542884089052677,-0.004865201655775309
0.05,0.005714475177228451,0.21448135375976562,0.022840216755867004,-0.011328084394335747,-0.00254057883284986,-0.004866446368396282
0.1,-0.0009439503774046898,0.22984886169433594,0.04620349779725075,-0.010746162384748459,-0.002958753379061818,-0.005093851592391729
0.15,-0.01652202382683754,0.25676918029785156,0.09373435378074646,-0.008388757705688477,-0.0050511835142970085,-0.005169527605175972
0.2,0.018984323367476463,0.21410655975341797,0.04039503633975983,-0.006467938423156738,-0.006447911728173494,-0.003875700058415532
0.25,0.041262511163949966,0.2236480712890625,0.09844322502613068,-0.007626553066074848,-0.00282137468457222,-0.004789510741829872
0.3,0.05910496041178703,0.2506856918334961,0.10988049954175949,-0.010250842198729515,0.0006581590860150754,-0.0030187659431248903
0.35,0.023739371448755264,0.21451091766357422,0.07268498837947845,-0.004116989206522703,0.008487938903272152,-0.003127367002889514
0.4,0.003702787682414055,0.2578277587890625,0.08082100003957748,-0.0032507393043488264,0.009512383490800858,-0.003991447854787111
0.45,0.008864425122737885,0.2357807159423828,0.07771517336368561,-0.011581050232052803,0.004968731198459864,-0.0042786980047822
0.5,0.017122436314821243,0.21118640899658203,0.10990594327449799,-0.012219770811498165,0.011712238192558289,-0.0023074420168995857
0.55,0.02513565681874752,0.23813343048095703,0.1426345705986023,-0.01294359378516674,0.012280379422008991,-0.004080816637724638
0.6,0.021932803094387054,0.2980337142944336,0.1458957940340042,-0.011105077341198921,0.010653509758412838,-0.007630708161741495
0.65,0.02383994311094284,0.28246402740478516,0.1531548798084259,-0.010859948582947254,0.006095197983086109,-0.009583457373082638
0.7,-0.0029737278819084167,0.24686908721923828,0.12799803912639618,-0.013104102574288845,0.006629842333495617,-0.012353068217635155
0.75,0.002986963838338852,0.25281715393066406,0.0798027440905571,-0.017503468319773674,0.00609160540625453,-0.014077438041567802
0.8,-0.011609874665737152,0.28337764739990234,0.12152131646871567,-0.021293746307492256,-0.003181696170940995,-0.013767177239060402
0.85,-0.002886410802602768,0.2592144012451172,0.09737355262041092,-0.028299372643232346,-0.015318340621888638,-0.01680014096200466
0.9,0.024810612201690674,0.20055675506591797,0.0729493796825409,-0.022242890670895576,-0.024522259831428528,-0.022063912823796272
0.95,0.06569397449493408,0.29439544677734375,0.034255363047122955,0.011149194091558456,-0.009125306271016598,-0.03127961605787277
1.0,0.045012179762125015,0.5250883102416992,-0.10542432218790054,0.03642348200082779,0.01429557055234909,-0.05375664681196213
1.05,0.06490331143140793,0.5274124145507812,-0.2206510752439499,-0.03187650814652443,-0.0013906974345445633,-0.08114488422870636
1.1,0.07487459480762482,0.14117908477783203,-0.2000395953655243,-0.17813177406787872,-0.04122916981577873,-0.08220802992582321
1.15,-0.01098625548183918,-0.07554149627685547,0.0683915913105011,-0.2610892057418823,-0.04199131205677986,-0.06191831827163696
1.2,-0.24461498856544495,-0.3242664337158203,0.4415745139122009,-0.1689927875995636,-0.054498787969350815,-0.04530486464500427
1.25,-0.24031420052051544,-0.028203019872307777,0.303387850522995,0.07669588923454285,-0.03307392820715904,-0.004399285651743412
1.3,-0.044441819190979004,0.18313980102539062,-0.010368197225034237,0.23504212498664856,-0.027292851358652115,0.03554379940032959
1.35,0.0977020338177681,0.3730278015136719,-0.2719685733318329,0.2385457456111908,-0.02248789556324482,0.04686576873064041
1.4,0.09035686403512955,0.3998708724975586,-0.26538246870040894,0.17818164825439453,-0.0058943661861121655,0.04277322068810463
1.45,-0.021075015887618065,0.2499237060546875,0.054211780428886414,0.1148408055305481,0.008497160859405994,0.04314884915947914
1.5,-0.0535045824944973,0.20160388946533203,0.09834469109773636,0.1064789816737175,0.01825539581477642,0.04917116463184357
1.55,-0.008324163034558296,0.1286153793334961,0.036102697253227234,0.12606088817119598,0.03492037206888199,0.06117045134305954
1.6,0.04007890820503235,0.14325618743896484,0.09852777421474457,0.14871478080749512,0.06086498498916626,0.08524037897586823
1.65,0.08245439827442169,0.26053524017333984,0.03212147206068039,0.15302518010139465,0.10597950220108032,0.11070218682289124
1.7,0.13602466881275177,0.4247121810913086,-0.054543692618608475,0.12960851192474365,0.15747806429862976,0.12998583912849426
1.75,0.18020230531692505,0.04539108648896217,0.06407935917377472,0.0759514644742012,0.19821229577064514,0.12951844930648804
1.8,0.3073383867740631,-0.4929380416870117,0.5478373169898987,0.12741956114768982,0.27907681465148926,0.15047277510166168
1.85,0.5695863962173462,0.17421723902225494,0.13110864162445068,0.3183169662952423,0.4570348858833313,0.22540263831615448
1.9,0.2524392306804657,0.7420253753662109,-0.2373432219028473,0.35085904598236084,0.6219699382781982,0.24949444830417633
1.95,-0.05201156809926033,0.7490243911743164,-0.1255493462085724,0.16479134559631348,0.6532122492790222,0.22345274686813354
