Time [s],Acc_x [m/s^2],Acc_y [m/s^2],Acc_z [m/s^2],Gyro_x [1/s],Gyro_y [1/s],Gyro_z [1/s]
0.0,-0.08705973625183105,0.12059498578310013,-0.03934989124536514,-0.07646024972200394,-0.010619793087244034,0.16944429278373718
0.05,-0.16315534710884094,0.11943436414003372,-0.0746505931019783,-0.07646788656711578,-0.01060473546385765,0.16944178938865662
0.1,-0.23500216007232666,0.11354827880859375,-0.10134366154670715,-0.07649622112512589,-0.010578401386737823,0.16943064332008362
0.15,-0.2081286907196045,0.025498373433947563,0.07858404517173767,-0.05754021555185318,-0.052417173981666565,0.1972731053829193
0.2,-0.12360476702451706,0.11443329602479935,-0.050924234092235565,-0.026303619146347046,-0.03227868303656578,0.191797137260437
0.25,-0.14624261856079102,0.18230153620243073,-0.10023617744445801,0.005503371357917786,-0.010635233484208584,0.1674080789089203
0.3,-0.1816474199295044,0.0864553451538086,-0.1881597340106964,0.012407001107931137,0.007540506310760975,0.14651250839233398
0.35,-0.124413400888443,0.1350259929895401,-0.16936372220516205,0.00964486226439476,-0.0006692508468404412,0.14831632375717163
0.4,-0.1599462628364563,0.1870288997888565,-0.11127758771181107,-0.003879118710756302,0.00957280769944191,0.12791651487350464
0.45,-0.09267880022525787,0.137086883187294,-0.10958361625671387,-0.009929507970809937,0.02642236277461052,0.11449463665485382
0.5,-0.1349128931760788,0.10993004590272903,-0.04671463370323181,-0.016116537153720856,0.04694191738963127,0.0942327156662941
0.55,-0.16481509804725647,0.12418843060731888,-0.05576126649975777,-0.009310353547334671,0.05009184777736664,0.08655647188425064
0.6,-0.20620539784431458,0.02374839223921299,-0.13290594518184662,-0.021535120904445648,0.05314267426729202,0.086979940533638
0.65,-0.10989435017108917,0.13112546503543854,-0.07876738905906677,-0.010981332510709763,0.03270362317562103,0.08729453384876251
0.7,-0.07616483420133591,0.0976123958826065,-0.13155491650104523,-0.02438587136566639,0.048067543655633926,0.07183925062417984
0.75,-0.16983988881111145,0.16520214080810547,-0.021518081426620483,-0.02824736200273037,0.06369885057210922,0.06651191413402557
0.8,-0.13186387717723846,0.14706802368164062,-0.045768722891807556,-0.01578313112258911,0.05672089383006096,0.06840907782316208
0.85,-0.036492280662059784,0.11777402460575104,-0.13775970041751862,-0.007838701829314232,0.06880097091197968,0.04103501886129379
0.9,-0.17709285020828247,0.10526085644960403,-0.18417544662952423,-0.011825298890471458,0.05941278859972954,0.040933068841695786
0.95,-0.020702697336673737,0.09134580194950104,-0.14312157034873962,-7.515028119087219e-05,0.013042633421719074,0.04673903435468674
1.0,-0.0053258538246154785,0.18570519983768463,-0.11304641515016556,-0.008538343012332916,0.027205033227801323,0.04191824793815613
1.05,0.002300422638654709,0.10186197608709335,-0.09737030416727066,-0.0076342010870575905,0.03773421049118042,0.034078650176525116
1.1,-0.06142394617199898,0.14102746546268463,-0.07878770679235458,-0.01596025377511978,0.062220457941293716,0.021184565499424934
1.15,-0.08549405634403229,0.13651658594608307,-0.006950429640710354,-0.007574224378913641,0.04081270843744278,0.01369234174489975
1.2,-0.0665491372346878,0.10719110071659088,-0.04876319691538811,0.0024204012006521225,0.027459440752863884,-0.008397900499403477
1.25,-0.17141671478748322,0.09753894805908203,-0.037398792803287506,-0.0016846340149641037,0.031465936452150345,-0.022144634276628494
1.3,-0.1474672555923462,0.07741928100585938,-0.0996609479188919,0.015247752889990807,0.014356539584696293,-0.0014074231730774045
1.35,-0.12258987128734589,0.03709220513701439,-0.05837039649486542,0.03476538136601448,0.025490721687674522,0.025088990107178688
1.4,-0.0853642076253891,0.09585762768983841,-0.0008046727743931115,0.04120275005698204,0.016493069007992744,0.03996642306447029
1.45,-0.07154867053031921,0.05449104681611061,-0.06733265519142151,0.035193055868148804,0.02713826857507229,0.03682070970535278
1.5,-0.06606104224920273,0.10737897455692291,-0.06966999173164368,0.0377371720969677,0.02832779474556446,0.03747662901878357
1.55,0.046276919543743134,0.1573972851037979,-0.03432771563529968,0.04614923894405365,0.023273127153515816,0.025393962860107422
1.6,0.045238882303237915,0.07803918421268463,-0.12033594399690628,0.04329320043325424,0.02246784418821335,0.0022984652314335108
1.65,-0.030075788497924805,0.11435796320438385,-0.1276082843542099,0.023275574669241905,0.02081567794084549,0.0026305261999368668
1.7,-0.008817944675683975,0.12616445124149323,-0.11114734411239624,0.002749840961769223,0.03959113731980324,-0.006422432139515877
1.75,0.030824851244688034,0.08951188623905182,-0.04964037239551544,-0.007756545674055815,0.04207379370927811,-0.008510020561516285
1.8,0.017687343060970306,0.08340073376893997,0.02987193875014782,-0.011657768860459328,0.03615226969122887,-0.014307175762951374
1.85,0.04459308460354805,0.12087633460760117,-0.07940604537725449,-0.01350397802889347,0.062447063624858856,-0.03844805061817169
1.9,0.014348104596138,0.13889601826667786,-0.1944786012172699,-0.009882036596536636,0.07005953043699265,-0.0571768619120121
1.95,0.017037078738212585,0.013268486596643925,-0.27045074105262756,-0.016763899475336075,0.0921877846121788,-0.062346767634153366
2.0,0.23724320530891418,0.1064329668879509,-0.334945946931839,-0.016530606895685196,0.15189166367053986,-0.043764226138591766
2.05,0.41243940591812134,0.13679605722427368,-0.22383469343185425,0.012806804850697517,0.19897346198558807,-0.05334901809692383
2.1,0.17207632958889008,0.16289237141609192,0.012713119387626648,0.04119739308953285,0.3933979570865631,-0.10899744182825089
2.15,0.0031785815954208374,0.17443372309207916,0.10830021649599075,0.01043352484703064,0.49645912647247314,-0.17216773331165314
2.2,-0.3581547439098358,0.2588825225830078,0.15059787034988403,-0.029931940138339996,0.4765915274620056,-0.21872593462467194
2.25,-0.27501872181892395,0.17154310643672943,0.1232064962387085,-0.056287914514541626,0.38489899039268494,-0.29935625195503235
2.3,0.02048175036907196,0.1660909652709961,0.4386717677116394,-0.07122523337602615,0.2947472035884857,-0.3130244314670563
